"persid","cluster_id","household_id","participant_id","age_band","sex","year","trip_id","trip_purpose","participant_wt","trips_wt","trip_mode_base","trip_duration_base","trip_distance_base","day_type","trip_id_2","age_group","dist_cat","trip_mode_scen","trip_distance_scen","trip_duration_scen","trip_duration_base_hrs","trip_duration_scen_hrs"
"100004/1000",NA,100004,1,"50-54 years","male",21,1,"Other",163.912643432617,163.912643432617,"car",1,81.47,"weekday",1,"40 to 64",">10km","car",81.47,1,7,7
"100004/1000",NA,100004,1,"50-54 years","male",21,2,"Shopping",163.912643432617,163.912643432617,"car",0.1,2,"weekday",2,"40 to 64","1-2km","bicycle",2,0.181818181818182,0.7,1.27272727272727
"100004/1000",NA,100004,1,"50-54 years","male",21,3,"Shopping",163.912643432617,163.912643432617,"car",0.1,1.97,"weekday",3,"40 to 64","1-2km","bicycle",1.97,0.179090909090909,0.7,1.25363636363636
"100012/1000",NA,100012,2,"25-29 years","male",21,4,"Work",195.456893920898,195.456893920898,"car",0.5,12.77,"weekday",1,"20 to 39",">10km","car",12.77,0.5,3.5,3.5
"100012/1000",NA,100012,2,"25-29 years","male",21,5,"Work",195.456893920898,195.456893920898,"car",0.5,12.5,"weekday",2,"20 to 39",">10km","car",12.5,0.5,3.5,3.5
"100012/1001",NA,100012,3,"20-24 years","female",21,6,"Work",232.704406738281,232.704406738281,"car",0.5,12.77,"weekday",1,"20 to 39",">10km","car",12.77,0.5,3.5,3.5
"100012/1001",NA,100012,3,"20-24 years","female",21,7,"Work",232.704406738281,232.704406738281,"car",0.5,12.5,"weekday",2,"20 to 39",">10km","car",12.5,0.5,3.5,3.5
"100015/1000",NA,100015,4,"65-69 years","male",21,8,"Leisure",141.843811035156,141.843811035156,"walking",0.5,1.91,"weekday",1,"65 plus","1-2km","walking",1.91,0.5,3.5,3.5
"100015/1000",NA,100015,4,"65-69 years","male",21,9,"Leisure",141.843811035156,141.843811035156,"walking",0.5,1.91,"weekday",2,"65 plus","1-2km","walking",1.91,0.5,3.5,3.5
"100015/1001",NA,100015,5,"65-69 years","female",21,10,"Leisure",101.395683288574,101.395683288574,"walking",0.5,1.91,"weekday",1,"65 plus","1-2km","walking",1.91,0.5,3.5,3.5
"100015/1001",NA,100015,5,"65-69 years","female",21,11,"Leisure",101.395683288574,101.395683288574,"walking",0.5,1.91,"weekday",2,"65 plus","1-2km","walking",1.91,0.5,3.5,3.5
"100031/1000",NA,100031,6,"15-19 years","female",21,12,"Other",232.997085571289,232.997085571289,"car",0.0833333333333333,2.28,"weekday",1,"15 to 19","3-5km","bicycle",2.28,0.207272727272727,0.583333333333333,1.45090909090909
"100031/1000",NA,100031,6,"15-19 years","female",21,13,"Other",232.997085571289,232.997085571289,"car",0.0833333333333333,2.22,"weekday",2,"15 to 19","3-5km","bicycle",2.22,0.201818181818182,0.583333333333333,1.41272727272727
"100031/1000",NA,100031,6,"15-19 years","female",21,14,"Other",232.997085571289,232.997085571289,"car",0.0333333333333333,2.28,"weekday",3,"15 to 19","3-5km","bicycle",2.28,0.207272727272727,0.233333333333333,1.45090909090909
"100031/1000",NA,100031,6,"15-19 years","female",21,15,"Leisure",232.997085571289,232.997085571289,"car",0.25,6.4,"weekday",4,"15 to 19","6-10km","car",6.4,0.25,1.75,1.75
"100031/1000",NA,100031,6,"15-19 years","female",21,16,"Leisure",232.997085571289,232.997085571289,"car",0.25,7.82,"weekday",5,"15 to 19","6-10km","car",7.82,0.25,1.75,1.75
"100031/1000",NA,100031,6,"15-19 years","female",21,17,"Leisure",232.997085571289,232.997085571289,"car",0.0833333333333333,2.28,"weekday",6,"15 to 19","3-5km","bicycle",2.28,0.207272727272727,0.583333333333333,1.45090909090909
"100031/1000",NA,100031,6,"15-19 years","female",21,18,"Leisure",232.997085571289,232.997085571289,"car",0.0833333333333333,2.22,"weekday",7,"15 to 19","3-5km","bicycle",2.22,0.201818181818182,0.583333333333333,1.41272727272727
"100031/1001",NA,100031,7,"50-54 years","female",21,19,"Work",211.326843261719,211.326843261719,"car",0.416666666666667,27.4,"weekday",1,"40 to 64",">10km","car",27.4,0.416666666666667,2.91666666666667,2.91666666666667
"100031/1001",NA,100031,7,"50-54 years","female",21,20,"Work",211.326843261719,211.326843261719,"car",0.5,27.25,"weekday",2,"40 to 64",">10km","car",27.25,0.5,3.5,3.5
"100031/1002",NA,100031,8,"50-54 years","male",21,21,"Work",205.661956787109,205.661956787109,"car",0.75,16.23,"weekday",1,"40 to 64",">10km","car",16.23,0.75,5.25,5.25
"100031/1002",NA,100031,8,"50-54 years","male",21,22,"Work",205.661956787109,205.661956787109,"car",0.75,16.25,"weekday",2,"40 to 64",">10km","car",16.25,0.75,5.25,5.25
"100031/1003",NA,100031,9,"15-19 years","male",21,23,"Education",261.753723144531,261.753723144531,"car",0.0833333333333333,2.28,"weekday",1,"15 to 19","3-5km","bicycle",2.28,0.207272727272727,0.583333333333333,1.45090909090909
"100031/1003",NA,100031,9,"15-19 years","male",21,24,"Education",261.753723144531,261.753723144531,"car",0.0833333333333333,2.22,"weekday",2,"15 to 19","3-5km","bicycle",2.22,0.201818181818182,0.583333333333333,1.41272727272727
"100039/1000",NA,100039,10,"55-59 years","female",21,25,"Other",124.50057220459,124.50057220459,"car",2,154.3,"weekday",1,"40 to 64",">10km","car",154.3,2,14,14
"100039/1000",NA,100039,10,"55-59 years","female",21,26,"Shopping",124.50057220459,124.50057220459,"car",0.166666666666667,2.75,"weekday",2,"40 to 64","3-5km","bicycle",2.75,0.25,1.16666666666667,1.75
"100039/1000",NA,100039,10,"55-59 years","female",21,27,"Shopping",124.50057220459,124.50057220459,"car",0.166666666666667,2.74,"weekday",3,"40 to 64","3-5km","bicycle",2.74,0.249090909090909,1.16666666666667,1.74363636363636
"100039/1000",NA,100039,10,"55-59 years","female",21,28,"Leisure",124.50057220459,124.50057220459,"car",0.166666666666667,1.18,"weekday",4,"40 to 64","1-2km","bicycle",1.18,0.107272727272727,1.16666666666667,0.750909090909091
"100039/1000",NA,100039,10,"55-59 years","female",21,29,"Leisure",124.50057220459,124.50057220459,"car",0.0833333333333333,1.18,"weekday",5,"40 to 64","1-2km","bicycle",1.18,0.107272727272727,0.583333333333333,0.750909090909091
"100039/1001",NA,100039,11,"60-64 years","male",21,30,"Other",144.323944091797,144.323944091797,"car",2,154.3,"weekday",1,"40 to 64",">10km","car",154.3,2,14,14
"100039/1001",NA,100039,11,"60-64 years","male",21,31,"Leisure",144.323944091797,144.323944091797,"car",0.166666666666667,2.75,"weekday",2,"40 to 64","3-5km","bicycle",2.75,0.25,1.16666666666667,1.75
"100039/1001",NA,100039,11,"60-64 years","male",21,32,"Other",144.323944091797,144.323944091797,"car",0.583333333333333,12.96,"weekday",3,"40 to 64",">10km","car",12.96,0.583333333333333,4.08333333333333,4.08333333333333
"100039/1001",NA,100039,11,"60-64 years","male",21,33,"Leisure",144.323944091797,144.323944091797,"car",0.25,3.2,"weekday",4,"40 to 64","3-5km","bicycle",3.2,0.290909090909091,1.75,2.03636363636364
"100039/1001",NA,100039,11,"60-64 years","male",21,34,"Leisure",144.323944091797,144.323944091797,"car",0.333333333333333,14.88,"weekday",5,"40 to 64",">10km","car",14.88,0.333333333333333,2.33333333333333,2.33333333333333
"100043/1000",NA,100043,12,"75-79 years","female",21,35,"Other",102.54719543457,102.54719543457,"car",7,360.15,"weekday",1,"65 plus",">10km","car",360.15,7,49,49
"100043/1001",NA,100043,13,"80-84 years","male",21,36,"Other",85.9947814941406,85.9947814941406,"car",7,360.15,"weekday",1,"65 plus",">10km","car",360.15,7,49,49
"100049/1000",NA,100049,14,"45-49 years","male",21,37,"Other",185.775009155273,185.775009155273,"car",0.916666666666667,26.82,"weekday",1,"40 to 64",">10km","car",26.82,0.916666666666667,6.41666666666667,6.41666666666667
"100049/1000",NA,100049,14,"45-49 years","male",21,38,"Work",185.775009155273,185.775009155273,"car",0.416666666666667,10.14,"weekday",2,"40 to 64",">10km","car",10.14,0.416666666666667,2.91666666666667,2.91666666666667
"100049/1000",NA,100049,14,"45-49 years","male",21,39,"Work",185.775009155273,185.775009155273,"bicycle",0.25,4.47,"weekday",2,"40 to 64","3-5km","bicycle",4.47,0.25,1.75,1.75
"100049/1000",NA,100049,14,"45-49 years","male",21,40,"Other",185.775009155273,185.775009155273,"bicycle",0.166666666666667,4.47,"weekday",3,"40 to 64","3-5km","bicycle",4.47,0.166666666666667,1.16666666666667,1.16666666666667
"100049/1000",NA,100049,14,"45-49 years","male",21,41,"Other",185.775009155273,185.775009155273,"car",0.133333333333333,3.03,"weekday",3,"40 to 64","3-5km","bicycle",3.03,0.275454545454545,0.933333333333333,1.92818181818182
"100049/1000",NA,100049,14,"45-49 years","male",21,42,"Other",185.775009155273,185.775009155273,"car",0.7,23.75,"weekday",4,"40 to 64",">10km","car",23.75,0.7,4.9,4.9
"100049/1001",NA,100049,15,"45-49 years","female",21,43,"Work",253.594482421875,253.594482421875,"other",1.58333333333333,1179.67,"weekday",1,"40 to 64",">10km","other",1179.67,1.58333333333333,11.0833333333333,11.0833333333333
"100049/1001",NA,100049,15,"45-49 years","female",21,44,"Work",253.594482421875,253.594482421875,"car",0.416666666666667,31.22,"weekday",2,"40 to 64",">10km","car",31.22,0.416666666666667,2.91666666666667,2.91666666666667
"100049/1002",NA,100049,16,"15-19 years","male",21,45,"Education",218.963638305664,218.963638305664,"car",0.916666666666667,26.82,"weekday",1,"15 to 19",">10km","car",26.82,0.916666666666667,6.41666666666667,6.41666666666667
"100049/1002",NA,100049,16,"15-19 years","male",21,46,"Other",218.963638305664,218.963638305664,"walking",0.233333333333333,1.39,"weekday",2,"15 to 19","1-2km","walking",1.39,0.233333333333333,1.63333333333333,1.63333333333333
"100049/1002",NA,100049,16,"15-19 years","male",21,47,"Other",218.963638305664,218.963638305664,"public.transport",0.216666666666667,7.25,"weekday",2,"15 to 19","6-10km","public.transport",7.25,0.216666666666667,1.51666666666667,1.51666666666667
"100049/1002",NA,100049,16,"15-19 years","male",21,48,"Other",218.963638305664,218.963638305664,"walking",0.0833333333333333,0.81,"weekday",2,"15 to 19","<1km","walking",0.81,0.0833333333333333,0.583333333333333,0.583333333333333
"100049/1002",NA,100049,16,"15-19 years","male",21,49,"Other",218.963638305664,218.963638305664,"walking",0.116666666666667,1.85,"weekday",3,"15 to 19","1-2km","walking",1.85,0.116666666666667,0.816666666666667,0.816666666666667
"100049/1002",NA,100049,16,"15-19 years","male",21,50,"Other",218.963638305664,218.963638305664,"car",0.7,23.75,"weekday",3,"15 to 19",">10km","car",23.75,0.7,4.9,4.9
"100056/1000",NA,100056,17,"45-49 years","female",21,51,"Other",253.594482421875,253.594482421875,"car",0.166666666666667,2.11,"weekday",1,"40 to 64","3-5km","bicycle",2.11,0.191818181818182,1.16666666666667,1.34272727272727
"100056/1000",NA,100056,17,"45-49 years","female",21,52,"Other",253.594482421875,253.594482421875,"car",0.25,2.11,"weekday",2,"40 to 64","3-5km","bicycle",2.11,0.191818181818182,1.75,1.34272727272727
"100056/1000",NA,100056,17,"45-49 years","female",21,53,"Other",253.594482421875,253.594482421875,"car",0.233333333333333,2.11,"weekday",3,"40 to 64","3-5km","bicycle",2.11,0.191818181818182,1.63333333333333,1.34272727272727
"100056/1000",NA,100056,17,"45-49 years","female",21,54,"Other",253.594482421875,253.594482421875,"car",0.25,2.11,"weekday",4,"40 to 64","3-5km","bicycle",2.11,0.191818181818182,1.75,1.34272727272727
"100060/1000",NA,100060,18,"40-44 years","female",21,55,"Shopping",183.191558837891,183.191558837891,"car",0.0833333333333333,2.01,"weekday",1,"40 to 64","3-5km","bicycle",2.01,0.182727272727273,0.583333333333333,1.27909090909091
"100060/1000",NA,100060,18,"40-44 years","female",21,56,"Shopping",183.191558837891,183.191558837891,"car",0.0833333333333333,1.99,"weekday",2,"40 to 64","1-2km","bicycle",1.99,0.180909090909091,0.583333333333333,1.26636363636364
"100060/1000",NA,100060,18,"40-44 years","female",21,57,"Shopping",183.191558837891,183.191558837891,"car",0.166666666666667,5.92,"weekday",3,"40 to 64","6-10km","car",5.92,0.166666666666667,1.16666666666667,1.16666666666667
"100060/1000",NA,100060,18,"40-44 years","female",21,58,"Shopping",183.191558837891,183.191558837891,"car",0.166666666666667,5.8,"weekday",4,"40 to 64","6-10km","car",5.8,0.166666666666667,1.16666666666667,1.16666666666667
"100060/1000",NA,100060,18,"40-44 years","female",21,59,"Other",183.191558837891,183.191558837891,"car",0.15,5.01,"weekday",5,"40 to 64","6-10km","car",5.01,0.15,1.05,1.05
"100060/1000",NA,100060,18,"40-44 years","female",21,60,"Other",183.191558837891,183.191558837891,"car",0.166666666666667,4.98,"weekday",6,"40 to 64","3-5km","bicycle",4.98,0.452727272727273,1.16666666666667,3.16909090909091
"100061/1000",NA,100061,19,"25-29 years","male",21,61,"Work",564.866821289062,564.866821289062,"car",0.733333333333333,51.29,"weekday",1,"20 to 39",">10km","car",51.29,0.733333333333333,5.13333333333333,5.13333333333333
"100061/1000",NA,100061,19,"25-29 years","male",21,62,"Shopping",564.866821289062,564.866821289062,"car",1.08333333333333,49.27,"weekday",2,"20 to 39",">10km","car",49.27,1.08333333333333,7.58333333333333,7.58333333333333
"100061/1000",NA,100061,19,"25-29 years","male",21,63,"Shopping",564.866821289062,564.866821289062,"car",0.133333333333333,0.93,"weekday",3,"20 to 39","<1km","bicycle",0.93,0.0845454545454545,0.933333333333333,0.591818181818182
"100061/1000",NA,100061,19,"25-29 years","male",21,64,"Shopping",564.866821289062,564.866821289062,"car",0.166666666666667,3.46,"weekday",4,"20 to 39","3-5km","bicycle",3.46,0.314545454545455,1.16666666666667,2.20181818181818
"100069/1000",NA,100069,20,"65-69 years","male",21,65,"Other",351.451293945312,351.451293945312,"car",0.616666666666667,15.59,"weekday",1,"65 plus",">10km","car",15.59,0.616666666666667,4.31666666666667,4.31666666666667
"100069/1000",NA,100069,20,"65-69 years","male",21,66,"Shopping",351.451293945312,351.451293945312,"car",0.316666666666667,5.6,"weekday",2,"65 plus","6-10km","car",5.6,0.316666666666667,2.21666666666667,2.21666666666667
"100069/1000",NA,100069,20,"65-69 years","male",21,67,"Other",351.451293945312,351.451293945312,"car",0.25,5.58,"weekday",3,"65 plus","6-10km","car",5.58,0.25,1.75,1.75
"100069/1000",NA,100069,20,"65-69 years","male",21,68,"Other",351.451293945312,351.451293945312,"car",0.5,15.49,"weekday",4,"65 plus",">10km","car",15.49,0.5,3.5,3.5
"100069/1000",NA,100069,20,"65-69 years","male",21,69,"Other",351.451293945312,351.451293945312,"car",0.333333333333333,11.21,"weekday",5,"65 plus",">10km","car",11.21,0.333333333333333,2.33333333333333,2.33333333333333
"100069/1000",NA,100069,20,"65-69 years","male",21,70,"Other",351.451293945312,351.451293945312,"car",0.283333333333333,10.78,"weekday",6,"65 plus",">10km","car",10.78,0.283333333333333,1.98333333333333,1.98333333333333
"100069/1001",NA,100069,21,"65-69 years","female",21,71,"Other",304.822784423828,304.822784423828,"car",0.233333333333333,9.06,"weekday",1,"65 plus","6-10km","car",9.06,0.233333333333333,1.63333333333333,1.63333333333333
"100069/1001",NA,100069,21,"65-69 years","female",21,72,"Other",304.822784423828,304.822784423828,"car",0.233333333333333,9.04,"weekday",2,"65 plus","6-10km","car",9.04,0.233333333333333,1.63333333333333,1.63333333333333
"100069/1001",NA,100069,21,"65-69 years","female",21,73,"Shopping",304.822784423828,304.822784423828,"car",0.133333333333333,1.36,"weekday",3,"65 plus","1-2km","bicycle",1.36,0.123636363636364,0.933333333333333,0.865454545454545
"100069/1001",NA,100069,21,"65-69 years","female",21,74,"Shopping",304.822784423828,304.822784423828,"car",0.166666666666667,1.36,"weekday",4,"65 plus","1-2km","bicycle",1.36,0.123636363636364,1.16666666666667,0.865454545454545
"100070/1000",NA,100070,22,"50-54 years","female",21,75,"Other",545.808776855469,545.808776855469,"car",0.2,5.19,"weekday",1,"40 to 64","6-10km","car",5.19,0.2,1.4,1.4
"100070/1000",NA,100070,22,"50-54 years","female",21,76,"Other",545.808776855469,545.808776855469,"car",0.25,5.24,"weekday",2,"40 to 64","6-10km","car",5.24,0.25,1.75,1.75
"100070/1000",NA,100070,22,"50-54 years","female",21,77,"Leisure",545.808776855469,545.808776855469,"walking",0.283333333333333,1.22,"weekday",3,"40 to 64","1-2km","walking",1.22,0.283333333333333,1.98333333333333,1.98333333333333
"100070/1000",NA,100070,22,"50-54 years","female",21,78,"Leisure",545.808776855469,545.808776855469,"walking",0.383333333333333,1.22,"weekday",4,"40 to 64","1-2km","walking",1.22,0.383333333333333,2.68333333333333,2.68333333333333
"100070/1000",NA,100070,22,"50-54 years","female",21,79,"Other",545.808776855469,545.808776855469,"car",0.25,5.19,"weekday",5,"40 to 64","6-10km","car",5.19,0.25,1.75,1.75
"100070/1000",NA,100070,22,"50-54 years","female",21,80,"Other",545.808776855469,545.808776855469,"car",0.283333333333333,5.24,"weekday",6,"40 to 64","6-10km","car",5.24,0.283333333333333,1.98333333333333,1.98333333333333
"100070/1000",NA,100070,22,"50-54 years","female",21,81,"Shopping",545.808776855469,545.808776855469,"car",0.166666666666667,4.16,"weekday",7,"40 to 64","3-5km","bicycle",4.16,0.378181818181818,1.16666666666667,2.64727272727273
"100070/1000",NA,100070,22,"50-54 years","female",21,82,"Shopping",545.808776855469,545.808776855469,"car",0.25,4.33,"weekday",8,"40 to 64","3-5km","bicycle",4.33,0.393636363636364,1.75,2.75545454545455
"100070/1000",NA,100070,22,"50-54 years","female",21,83,"Education",545.808776855469,545.808776855469,"car",0.133333333333333,5.19,"weekday",9,"40 to 64","6-10km","car",5.19,0.133333333333333,0.933333333333333,0.933333333333333
"100070/1000",NA,100070,22,"50-54 years","female",21,84,"Education",545.808776855469,545.808776855469,"car",0.216666666666667,5.24,"weekday",10,"40 to 64","6-10km","car",5.24,0.216666666666667,1.51666666666667,1.51666666666667
"100070/1001",NA,100070,23,"50-54 years","male",21,85,"Work",549.466125488281,549.466125488281,"car",0.5,20.79,"weekday",1,"40 to 64",">10km","car",20.79,0.5,3.5,3.5
"100070/1001",NA,100070,23,"50-54 years","male",21,86,"Education",549.466125488281,549.466125488281,"car",0.5,17.96,"weekday",2,"40 to 64",">10km","car",17.96,0.5,3.5,3.5
"100070/1001",NA,100070,23,"50-54 years","male",21,87,"Education",549.466125488281,549.466125488281,"car",0.166666666666667,5.24,"weekday",3,"40 to 64","6-10km","car",5.24,0.166666666666667,1.16666666666667,1.16666666666667
"100071/1000",NA,100071,24,"65-69 years","male",21,88,"Work",378.907562255859,378.907562255859,"car",1,32.24,"weekday",1,"65 plus",">10km","car",32.24,1,7,7
"100071/1000",NA,100071,24,"65-69 years","male",21,89,"Work",378.907562255859,378.907562255859,"car",1,32.21,"weekday",2,"65 plus",">10km","car",32.21,1,7,7
"100071/1001",NA,100071,25,"60-64 years","female",21,90,"Work",471.933685302734,471.933685302734,"car",0.75,19.09,"weekday",1,"40 to 64",">10km","car",19.09,0.75,5.25,5.25
"100071/1001",NA,100071,25,"60-64 years","female",21,91,"Work",471.933685302734,471.933685302734,"car",0.75,19.4,"weekday",2,"40 to 64",">10km","car",19.4,0.75,5.25,5.25
"100071/1002",NA,100071,26,"20-24 years","female",21,92,"Work",856.685302734375,856.685302734375,"car",0.5,7.1,"weekday",1,"20 to 39","6-10km","car",7.1,0.5,3.5,3.5
"100071/1002",NA,100071,26,"20-24 years","female",21,93,"Work",856.685302734375,856.685302734375,"car",0.5,7.13,"weekday",2,"20 to 39","6-10km","car",7.13,0.5,3.5,3.5
"100071/1003",NA,100071,27,"20-24 years","male",21,94,"Work",967.1748046875,967.1748046875,"car",0.5,10.52,"weekday",1,"20 to 39",">10km","car",10.52,0.5,3.5,3.5
"100071/1003",NA,100071,27,"20-24 years","male",21,95,"Work",967.1748046875,967.1748046875,"car",0.5,10.6,"weekday",2,"20 to 39",">10km","car",10.6,0.5,3.5,3.5
"100089/1000",NA,100089,28,"60-64 years","female",21,96,"Shopping",474.000030517578,474.000030517578,"walking",0.166666666666667,0.65,"weekday",1,"40 to 64","<1km","walking",0.65,0.166666666666667,1.16666666666667,1.16666666666667
"100089/1000",NA,100089,28,"60-64 years","female",21,97,"Shopping",474.000030517578,474.000030517578,"public.transport",0.5,4.36,"weekday",1,"40 to 64","3-5km","public.transport",4.36,0.5,3.5,3.5
"100089/1000",NA,100089,28,"60-64 years","female",21,98,"Shopping",474.000030517578,474.000030517578,"walking",0.25,0.52,"weekday",1,"40 to 64","<1km","walking",0.52,0.25,1.75,1.75
"100089/1000",NA,100089,28,"60-64 years","female",21,99,"Shopping",474.000030517578,474.000030517578,"car",0.416666666666667,4.61,"weekday",2,"40 to 64","3-5km","bicycle",4.61,0.419090909090909,2.91666666666667,2.93363636363636
"100114/1000",NA,100114,29,"55-59 years","female",21,100,"Work",568.320922851562,568.320922851562,"car",0.0833333333333333,1.02,"weekday",1,"40 to 64","1-2km","bicycle",1.02,0.0927272727272727,0.583333333333333,0.649090909090909
"100114/1000",NA,100114,29,"55-59 years","female",21,101,"Work",568.320922851562,568.320922851562,"walking",0.5,0.68,"weekday",2,"40 to 64","<1km","walking",0.68,0.5,3.5,3.5
"100114/1000",NA,100114,29,"55-59 years","female",21,102,"Other",568.320922851562,568.320922851562,"car",0.166666666666667,4.16,"weekday",3,"40 to 64","3-5km","bicycle",4.16,0.378181818181818,1.16666666666667,2.64727272727273
"100114/1000",NA,100114,29,"55-59 years","female",21,103,"Other",568.320922851562,568.320922851562,"car",0.333333333333333,4.29,"weekday",4,"40 to 64","3-5km","bicycle",4.29,0.39,2.33333333333333,2.73
"100114/1001",NA,100114,30,"20-24 years","male",21,104,"Work",1088.4951171875,1088.4951171875,"walking",0.0833333333333333,0.37,"weekday",1,"20 to 39","<1km","walking",0.37,0.0833333333333333,0.583333333333333,0.583333333333333
"100114/1001",NA,100114,30,"20-24 years","male",21,105,"Work",1088.4951171875,1088.4951171875,"public.transport",0.0833333333333333,1.47,"weekday",1,"20 to 39","1-2km","public.transport",1.47,0.0833333333333333,0.583333333333333,0.583333333333333
"100114/1001",NA,100114,30,"20-24 years","male",21,106,"Work",1088.4951171875,1088.4951171875,"walking",0.0833333333333333,0.27,"weekday",1,"20 to 39","<1km","walking",0.27,0.0833333333333333,0.583333333333333,0.583333333333333
"100114/1001",NA,100114,30,"20-24 years","male",21,107,"Work",1088.4951171875,1088.4951171875,"walking",0.0833333333333333,0.27,"weekday",2,"20 to 39","<1km","walking",0.27,0.0833333333333333,0.583333333333333,0.583333333333333
"100114/1001",NA,100114,30,"20-24 years","male",21,108,"Work",1088.4951171875,1088.4951171875,"public.transport",0.166666666666667,1.58,"weekday",2,"20 to 39","1-2km","public.transport",1.58,0.166666666666667,1.16666666666667,1.16666666666667
"100114/1001",NA,100114,30,"20-24 years","male",21,109,"Work",1088.4951171875,1088.4951171875,"walking",0.0833333333333333,0.37,"weekday",2,"20 to 39","<1km","walking",0.37,0.0833333333333333,0.583333333333333,0.583333333333333
"100116/1001",NA,100116,31,"70-74 years","female",21,110,"Other",171.396911621094,171.396911621094,"car",0.416666666666667,21.92,"weekday",1,"65 plus",">10km","car",21.92,0.416666666666667,2.91666666666667,2.91666666666667
"100116/1001",NA,100116,31,"70-74 years","female",21,111,"Other",171.396911621094,171.396911621094,"car",0.416666666666667,21.98,"weekday",2,"65 plus",">10km","car",21.98,0.416666666666667,2.91666666666667,2.91666666666667
"100123/1000",NA,100123,32,"25-29 years","female",21,112,"Work",1022.24871826172,1022.24871826172,"walking",0.25,0.67,"weekday",1,"20 to 39","<1km","walking",0.67,0.25,1.75,1.75
"100123/1000",NA,100123,32,"25-29 years","female",21,113,"Work",1022.24871826172,1022.24871826172,"car",0.0833333333333333,0.67,"weekday",2,"20 to 39","<1km","bicycle",0.67,0.0609090909090909,0.583333333333333,0.426363636363636
"100123/1001",NA,100123,33,"30-34 years","male",21,114,"Work",825.542541503906,825.542541503906,"walking",0.0833333333333333,0.34,"weekday",1,"20 to 39","<1km","walking",0.34,0.0833333333333333,0.583333333333333,0.583333333333333
"100123/1001",NA,100123,33,"30-34 years","male",21,115,"Work",825.542541503906,825.542541503906,"public.transport",0.25,1.78,"weekday",1,"20 to 39","1-2km","public.transport",1.78,0.25,1.75,1.75
"100123/1001",NA,100123,33,"30-34 years","male",21,116,"Work",825.542541503906,825.542541503906,"walking",0.166666666666667,0.5,"weekday",1,"20 to 39","<1km","walking",0.5,0.166666666666667,1.16666666666667,1.16666666666667
"100123/1001",NA,100123,33,"30-34 years","male",21,117,"Shopping",825.542541503906,825.542541503906,"walking",0.5,2.25,"weekday",2,"20 to 39","3-5km","walking",2.25,0.5,3.5,3.5
"100123/1001",NA,100123,33,"30-34 years","male",21,118,"Shopping",825.542541503906,825.542541503906,"walking",0.0833333333333333,0.24,"weekday",3,"20 to 39","<1km","walking",0.24,0.0833333333333333,0.583333333333333,0.583333333333333
"100123/1001",NA,100123,33,"30-34 years","male",21,119,"Shopping",825.542541503906,825.542541503906,"public.transport",0.333333333333333,3.65,"weekday",3,"20 to 39","3-5km","public.transport",3.65,0.333333333333333,2.33333333333333,2.33333333333333
"100123/1001",NA,100123,33,"30-34 years","male",21,120,"Shopping",825.542541503906,825.542541503906,"walking",0.0833333333333333,0.34,"weekday",3,"20 to 39","<1km","walking",0.34,0.0833333333333333,0.583333333333333,0.583333333333333
"100132/1000",NA,100132,34,"40-44 years","female",21,121,"Work",533.81396484375,533.81396484375,"car",0.333333333333333,5.04,"weekday",1,"40 to 64","6-10km","car",5.04,0.333333333333333,2.33333333333333,2.33333333333333
"100132/1000",NA,100132,34,"40-44 years","female",21,122,"Work",533.81396484375,533.81396484375,"car",0.25,5.3,"weekday",2,"40 to 64","6-10km","car",5.3,0.25,1.75,1.75
"100132/1000",NA,100132,34,"40-44 years","female",21,123,"Shopping",533.81396484375,533.81396484375,"walking",0.333333333333333,0.65,"weekday",3,"40 to 64","<1km","walking",0.65,0.333333333333333,2.33333333333333,2.33333333333333
