"persid","cluster_id","household_id","participant_id","age_band","sex","year","trip_id","trip_purpose","participant_wt","trips_wt","trip_mode_base","trip_duration_base","trip_distance_base","day_type","trip_id_2","age_group","dist_cat","trip_mode_scen","trip_distance_scen","trip_duration_scen","trip_duration_base_hrs","trip_duration_scen_hrs"
"84823/1000",NA,84823,1090,"40-44 years","female",20,3766,"Other",647.70849609375,647.70849609375,"car",0.166666666666667,3.46,"weekday",5,"40 to 64","3-5km","bicycle",3.46,0.314545454545455,1.16666666666667,2.20181818181818
"84823/1000",NA,84823,1090,"40-44 years","female",20,3767,"Other",647.70849609375,647.70849609375,"car",0.166666666666667,3.46,"weekday",6,"40 to 64","3-5km","bicycle",3.46,0.314545454545455,1.16666666666667,2.20181818181818
"84828/1000",NA,84828,1091,"40-44 years","female",20,3768,"Work",533.81396484375,533.81396484375,"car",0.166666666666667,2.46,"weekday",1,"40 to 64","3-5km","bicycle",2.46,0.223636363636364,1.16666666666667,1.56545454545455
"84828/1000",NA,84828,1091,"40-44 years","female",20,3769,"Work",533.81396484375,533.81396484375,"car",0.25,2.44,"weekday",2,"40 to 64","3-5km","bicycle",2.44,0.221818181818182,1.75,1.55272727272727
"84831/1000",NA,84831,1092,"45-49 years","male",20,3770,"Work",493.00732421875,493.00732421875,"car",0.333333333333333,4.16,"weekday",1,"40 to 64","3-5km","bicycle",4.16,0.378181818181818,2.33333333333333,2.64727272727273
"84831/1000",NA,84831,1092,"45-49 years","male",20,3771,"Work",493.00732421875,493.00732421875,"car",0.25,4.13,"weekday",2,"40 to 64","3-5km","bicycle",4.13,0.375454545454545,1.75,2.62818181818182
"84832/1000",NA,84832,1093,"45-49 years","male",20,3772,"Work",490.858123779297,490.858123779297,"car",1,57.82,"weekday",1,"40 to 64",">10km","car",57.82,1,7,7
"84832/1000",NA,84832,1093,"45-49 years","male",20,3773,"Work",490.858123779297,490.858123779297,"car",1,58.16,"weekday",2,"40 to 64",">10km","car",58.16,1,7,7
"84832/1001",NA,84832,1094,"25-29 years","male",20,3774,"Work",1056.84216308594,1056.84216308594,"car",0.5,11.29,"weekday",1,"20 to 39",">10km","car",11.29,0.5,3.5,3.5
"84832/1001",NA,84832,1094,"25-29 years","male",20,3775,"Work",1056.84216308594,1056.84216308594,"car",0.583333333333333,11.88,"weekday",2,"20 to 39",">10km","car",11.88,0.583333333333333,4.08333333333333,4.08333333333333
"84832/1002",NA,84832,1095,"15-19 years","female",20,3776,"Education",456.759735107422,456.759735107422,"walking",0.133333333333333,0.69,"weekday",1,"15 to 19","<1km","walking",0.69,0.133333333333333,0.933333333333333,0.933333333333333
"84832/1002",NA,84832,1095,"15-19 years","female",20,3777,"Education",456.759735107422,456.759735107422,"public.transport",0.5,11.37,"weekday",1,"15 to 19",">10km","public.transport",11.37,0.5,3.5,3.5
"84832/1002",NA,84832,1095,"15-19 years","female",20,3778,"Education",456.759735107422,456.759735107422,"walking",0.166666666666667,0.95,"weekday",1,"15 to 19","<1km","walking",0.95,0.166666666666667,1.16666666666667,1.16666666666667
"84832/1002",NA,84832,1095,"15-19 years","female",20,3779,"Education",456.759735107422,456.759735107422,"walking",0.166666666666667,0.95,"weekday",2,"15 to 19","<1km","walking",0.95,0.166666666666667,1.16666666666667,1.16666666666667
"84832/1002",NA,84832,1095,"15-19 years","female",20,3780,"Education",456.759735107422,456.759735107422,"public.transport",0.5,11.1,"weekday",2,"15 to 19",">10km","public.transport",11.1,0.5,3.5,3.5
"84832/1002",NA,84832,1095,"15-19 years","female",20,3781,"Education",456.759735107422,456.759735107422,"walking",0.133333333333333,0.69,"weekday",2,"15 to 19","<1km","walking",0.69,0.133333333333333,0.933333333333333,0.933333333333333
"84832/1003",NA,84832,1096,"15-19 years","female",20,3782,"Education",456.759735107422,456.759735107422,"walking",0.1,0.46,"weekday",1,"15 to 19","<1km","walking",0.46,0.1,0.7,0.7
"84832/1003",NA,84832,1096,"15-19 years","female",20,3783,"Education",456.759735107422,456.759735107422,"public.transport",0.166666666666667,3.17,"weekday",1,"15 to 19","3-5km","public.transport",3.17,0.166666666666667,1.16666666666667,1.16666666666667
"84832/1003",NA,84832,1096,"15-19 years","female",20,3784,"Education",456.759735107422,456.759735107422,"walking",0.0833333333333333,0.06,"weekday",1,"15 to 19","<1km","walking",0.06,0.0833333333333333,0.583333333333333,0.583333333333333
"84832/1003",NA,84832,1096,"15-19 years","female",20,3785,"Education",456.759735107422,456.759735107422,"walking",0.0833333333333333,0.06,"weekday",2,"15 to 19","<1km","walking",0.06,0.0833333333333333,0.583333333333333,0.583333333333333
"84832/1003",NA,84832,1096,"15-19 years","female",20,3786,"Education",456.759735107422,456.759735107422,"public.transport",0.25,3,"weekday",2,"15 to 19","3-5km","public.transport",3,0.25,1.75,1.75
"84832/1003",NA,84832,1096,"15-19 years","female",20,3787,"Education",456.759735107422,456.759735107422,"walking",0.1,0.46,"weekday",2,"15 to 19","<1km","walking",0.46,0.1,0.7,0.7
"84833/1000",NA,84833,1097,"45-49 years","male",20,3788,"Shopping",493.00732421875,493.00732421875,"walking",0.166666666666667,0.79,"weekday",1,"40 to 64","<1km","walking",0.79,0.166666666666667,1.16666666666667,1.16666666666667
"84833/1000",NA,84833,1097,"45-49 years","male",20,3789,"Shopping",493.00732421875,493.00732421875,"walking",0.166666666666667,0.79,"weekday",2,"40 to 64","<1km","walking",0.79,0.166666666666667,1.16666666666667,1.16666666666667
"84838/1000",NA,84838,1098,"80-84 years","female",20,3790,"Other",551.077331542969,551.077331542969,"car",0.166666666666667,3.71,"weekday",1,"65 plus","3-5km","bicycle",3.71,0.337272727272727,1.16666666666667,2.36090909090909
"84838/1000",NA,84838,1098,"80-84 years","female",20,3791,"Other",551.077331542969,551.077331542969,"car",0.166666666666667,3.47,"weekday",2,"65 plus","3-5km","bicycle",3.47,0.315454545454545,1.16666666666667,2.20818181818182
"84838/1000",NA,84838,1098,"80-84 years","female",20,3792,"Shopping",551.077331542969,551.077331542969,"car",0.166666666666667,1.05,"weekday",3,"65 plus","1-2km","bicycle",1.05,0.0954545454545455,1.16666666666667,0.668181818181818
"84838/1000",NA,84838,1098,"80-84 years","female",20,3793,"Shopping",551.077331542969,551.077331542969,"car",0.166666666666667,1.07,"weekday",4,"65 plus","1-2km","bicycle",1.07,0.0972727272727273,1.16666666666667,0.680909090909091
"84841/1000",NA,84841,1099,"30-34 years","female",20,3794,"Other",808.138244628906,808.138244628906,"car",0.5,16.34,"weekday",1,"20 to 39",">10km","car",16.34,0.5,3.5,3.5
"84841/1000",NA,84841,1099,"30-34 years","female",20,3795,"Other",808.138244628906,808.138244628906,"public.transport",0.466666666666667,5.56,"weekday",1,"20 to 39","6-10km","public.transport",5.56,0.466666666666667,3.26666666666667,3.26666666666667
"84841/1000",NA,84841,1099,"30-34 years","female",20,3796,"Other",808.138244628906,808.138244628906,"walking",0.116666666666667,0.66,"weekday",1,"20 to 39","<1km","walking",0.66,0.116666666666667,0.816666666666667,0.816666666666667
"84841/1000",NA,84841,1099,"30-34 years","female",20,3797,"Other",808.138244628906,808.138244628906,"walking",0.0833333333333333,0.66,"weekday",2,"20 to 39","<1km","walking",0.66,0.0833333333333333,0.583333333333333,0.583333333333333
"84841/1000",NA,84841,1099,"30-34 years","female",20,3798,"Other",808.138244628906,808.138244628906,"public.transport",0.5,5.56,"weekday",2,"20 to 39","6-10km","public.transport",5.56,0.5,3.5,3.5
"84841/1000",NA,84841,1099,"30-34 years","female",20,3799,"Other",808.138244628906,808.138244628906,"car",0.5,16.07,"weekday",2,"20 to 39",">10km","car",16.07,0.5,3.5,3.5
"84841/1000",NA,84841,1099,"30-34 years","female",20,3800,"Shopping",808.138244628906,808.138244628906,"car",0.166666666666667,1.05,"weekday",3,"20 to 39","1-2km","bicycle",1.05,0.0954545454545455,1.16666666666667,0.668181818181818
"84841/1000",NA,84841,1099,"30-34 years","female",20,3801,"Shopping",808.138244628906,808.138244628906,"car",0.0833333333333333,1.27,"weekday",4,"20 to 39","1-2km","bicycle",1.27,0.115454545454545,0.583333333333333,0.808181818181818
"84844/1000",NA,84844,1100,"25-29 years","male",20,3802,"Other",1056.84216308594,1056.84216308594,"car",0.25,2.48,"weekday",1,"20 to 39","3-5km","bicycle",2.48,0.225454545454545,1.75,1.57818181818182
"84844/1000",NA,84844,1100,"25-29 years","male",20,3803,"Other",1056.84216308594,1056.84216308594,"car",0.166666666666667,2.48,"weekday",2,"20 to 39","3-5km","bicycle",2.48,0.225454545454545,1.16666666666667,1.57818181818182
"84844/1000",NA,84844,1100,"25-29 years","male",20,3804,"Shopping",1056.84216308594,1056.84216308594,"car",0.166666666666667,2.08,"weekday",3,"20 to 39","3-5km","bicycle",2.08,0.189090909090909,1.16666666666667,1.32363636363636
"84844/1000",NA,84844,1100,"25-29 years","male",20,3805,"Shopping",1056.84216308594,1056.84216308594,"car",0.15,2.63,"weekday",4,"20 to 39","3-5km","bicycle",2.63,0.239090909090909,1.05,1.67363636363636
"84844/1000",NA,84844,1100,"25-29 years","male",20,3806,"Shopping",1056.84216308594,1056.84216308594,"car",0.166666666666667,2.33,"weekday",5,"20 to 39","3-5km","bicycle",2.33,0.211818181818182,1.16666666666667,1.48272727272727
"84844/1000",NA,84844,1100,"25-29 years","male",20,3807,"Shopping",1056.84216308594,1056.84216308594,"car",0.0833333333333333,1.01,"weekday",6,"20 to 39","1-2km","bicycle",1.01,0.0918181818181818,0.583333333333333,0.642727272727273
"84844/1000",NA,84844,1100,"25-29 years","male",20,3808,"Other",1056.84216308594,1056.84216308594,"car",0.25,3.47,"weekday",7,"20 to 39","3-5km","bicycle",3.47,0.315454545454545,1.75,2.20818181818182
"84844/1000",NA,84844,1100,"25-29 years","male",20,3809,"Other",1056.84216308594,1056.84216308594,"car",0.25,3.46,"weekday",8,"20 to 39","3-5km","bicycle",3.46,0.314545454545455,1.75,2.20181818181818
"84844/1001",NA,84844,1101,"35-39 years","female",20,3810,"Other",563.662841796875,563.662841796875,"car",0.0833333333333333,2.43,"weekday",1,"20 to 39","3-5km","bicycle",2.43,0.220909090909091,0.583333333333333,1.54636363636364
"84844/1001",NA,84844,1101,"35-39 years","female",20,3811,"Work",563.662841796875,563.662841796875,"car",0.05,0.56,"weekday",2,"20 to 39","<1km","bicycle",0.56,0.0509090909090909,0.35,0.356363636363636
"84844/1001",NA,84844,1101,"35-39 years","female",20,3812,"Other",563.662841796875,563.662841796875,"car",0.166666666666667,2.37,"weekday",3,"20 to 39","3-5km","bicycle",2.37,0.215454545454545,1.16666666666667,1.50818181818182
"84844/1001",NA,84844,1101,"35-39 years","female",20,3813,"Other",563.662841796875,563.662841796875,"car",0.15,2.79,"weekday",4,"20 to 39","3-5km","bicycle",2.79,0.253636363636364,1.05,1.77545454545455
"84844/1001",NA,84844,1101,"35-39 years","female",20,3814,"Other",563.662841796875,563.662841796875,"car",0.166666666666667,2.43,"weekday",5,"20 to 39","3-5km","bicycle",2.43,0.220909090909091,1.16666666666667,1.54636363636364
"84844/1001",NA,84844,1101,"35-39 years","female",20,3815,"Leisure",563.662841796875,563.662841796875,"car",0.25,3.47,"weekday",6,"20 to 39","3-5km","bicycle",3.47,0.315454545454545,1.75,2.20818181818182
"84844/1001",NA,84844,1101,"35-39 years","female",20,3816,"Leisure",563.662841796875,563.662841796875,"car",0.25,3.46,"weekday",7,"20 to 39","3-5km","bicycle",3.46,0.314545454545455,1.75,2.20181818181818
"84845/1002",NA,84845,1102,"50-54 years","female",20,3817,"Other",484.974609375,484.974609375,"car",0.25,2.46,"weekday",1,"40 to 64","3-5km","bicycle",2.46,0.223636363636364,1.75,1.56545454545455
"84845/1002",NA,84845,1102,"50-54 years","female",20,3818,"Work",484.974609375,484.974609375,"car",0.15,4.34,"weekday",2,"40 to 64","3-5km","bicycle",4.34,0.394545454545455,1.05,2.76181818181818
"84845/1002",NA,84845,1102,"50-54 years","female",20,3819,"Work",484.974609375,484.974609375,"car",0.25,4.24,"weekday",3,"40 to 64","3-5km","bicycle",4.24,0.385454545454545,1.75,2.69818181818182
"84845/1002",NA,84845,1102,"50-54 years","female",20,3820,"Other",484.974609375,484.974609375,"car",0.25,2.46,"weekday",4,"40 to 64","3-5km","bicycle",2.46,0.223636363636364,1.75,1.56545454545455
"84845/1002",NA,84845,1102,"50-54 years","female",20,3821,"Other",484.974609375,484.974609375,"car",0.25,2.46,"weekday",5,"40 to 64","3-5km","bicycle",2.46,0.223636363636364,1.75,1.56545454545455
"84845/1003",NA,84845,1103,"40-44 years","female",20,3822,"Work",575.516906738281,575.516906738281,"car",0.333333333333333,7.46,"weekday",1,"40 to 64","6-10km","car",7.46,0.333333333333333,2.33333333333333,2.33333333333333
"84845/1003",NA,84845,1103,"40-44 years","female",20,3823,"Work",575.516906738281,575.516906738281,"car",0.416666666666667,7.39,"weekday",2,"40 to 64","6-10km","car",7.39,0.416666666666667,2.91666666666667,2.91666666666667
"84846/1000",NA,84846,1104,"50-54 years","female",20,3824,"Work",487.098052978516,487.098052978516,"car",0.333333333333333,10.14,"weekday",1,"40 to 64",">10km","car",10.14,0.333333333333333,2.33333333333333,2.33333333333333
"84846/1000",NA,84846,1104,"50-54 years","female",20,3825,"Work",487.098052978516,487.098052978516,"car",0.333333333333333,10.93,"weekday",2,"40 to 64",">10km","car",10.93,0.333333333333333,2.33333333333333,2.33333333333333
"84848/1000",NA,84848,1106,"35-39 years","female",20,3828,"Other",563.662841796875,563.662841796875,"car",0.0833333333333333,2.01,"weekday",1,"20 to 39","3-5km","bicycle",2.01,0.182727272727273,0.583333333333333,1.27909090909091
"84848/1000",NA,84848,1106,"35-39 years","female",20,3829,"Other",563.662841796875,563.662841796875,"car",0.0833333333333333,2.07,"weekday",2,"20 to 39","3-5km","bicycle",2.07,0.188181818181818,0.583333333333333,1.31727272727273
"84848/1000",NA,84848,1106,"35-39 years","female",20,3830,"Other",563.662841796875,563.662841796875,"car",0.166666666666667,2.91,"weekday",3,"20 to 39","3-5km","bicycle",2.91,0.264545454545455,1.16666666666667,1.85181818181818
"84848/1000",NA,84848,1106,"35-39 years","female",20,3831,"Shopping",563.662841796875,563.662841796875,"car",0.0833333333333333,2.53,"weekday",4,"20 to 39","3-5km","bicycle",2.53,0.23,0.583333333333333,1.61
"84848/1000",NA,84848,1106,"35-39 years","female",20,3832,"Other",563.662841796875,563.662841796875,"car",0.25,2.45,"weekday",5,"20 to 39","3-5km","bicycle",2.45,0.222727272727273,1.75,1.55909090909091
"84848/1000",NA,84848,1106,"35-39 years","female",20,3833,"Other",563.662841796875,563.662841796875,"car",0.25,6.31,"weekday",6,"20 to 39","6-10km","car",6.31,0.25,1.75,1.75
"84848/1000",NA,84848,1106,"35-39 years","female",20,3834,"Leisure",563.662841796875,563.662841796875,"car",0.25,6.28,"weekday",7,"20 to 39","6-10km","car",6.28,0.25,1.75,1.75
"84848/1000",NA,84848,1106,"35-39 years","female",20,3835,"Other",563.662841796875,563.662841796875,"car",0.25,3.23,"weekday",8,"20 to 39","3-5km","bicycle",3.23,0.293636363636364,1.75,2.05545454545455
"84848/1000",NA,84848,1106,"35-39 years","female",20,3836,"Leisure",563.662841796875,563.662841796875,"car",0.25,3.21,"weekday",9,"20 to 39","3-5km","bicycle",3.21,0.291818181818182,1.75,2.04272727272727
"84848/1000",NA,84848,1106,"35-39 years","female",20,3837,"Leisure",563.662841796875,563.662841796875,"car",0.25,2.92,"weekday",10,"20 to 39","3-5km","bicycle",2.92,0.265454545454545,1.75,1.85818181818182
"84848/1001",NA,84848,1107,"50-54 years","male",20,3838,"Work",488.224273681641,488.224273681641,"car",0.75,20.07,"weekday",1,"40 to 64",">10km","car",20.07,0.75,5.25,5.25
"84848/1001",NA,84848,1107,"50-54 years","male",20,3839,"Work",488.224273681641,488.224273681641,"car",0.75,19.98,"weekday",2,"40 to 64",">10km","car",19.98,0.75,5.25,5.25
"84848/1002",NA,84848,1108,"15-19 years","male",20,3840,"Shopping",541.848937988281,541.848937988281,"car",0.25,3.13,"weekday",1,"15 to 19","3-5km","bicycle",3.13,0.284545454545455,1.75,1.99181818181818
"84848/1002",NA,84848,1108,"15-19 years","male",20,3841,"Shopping",541.848937988281,541.848937988281,"car",0.25,3.69,"weekday",2,"15 to 19","3-5km","bicycle",3.69,0.335454545454545,1.75,2.34818181818182
"84848/1003",NA,84848,1109,"15-19 years","female",20,3842,"Education",456.759735107422,456.759735107422,"car",0.0833333333333333,2.01,"weekday",1,"15 to 19","3-5km","bicycle",2.01,0.182727272727273,0.583333333333333,1.27909090909091
"84848/1003",NA,84848,1109,"15-19 years","female",20,3843,"Leisure",456.759735107422,456.759735107422,"car",0.25,3.21,"weekday",2,"15 to 19","3-5km","bicycle",3.21,0.291818181818182,1.75,2.04272727272727
"84848/1003",NA,84848,1109,"15-19 years","female",20,3844,"Leisure",456.759735107422,456.759735107422,"car",0.25,2.92,"weekday",3,"15 to 19","3-5km","bicycle",2.92,0.265454545454545,1.75,1.85818181818182
"84849/1000",NA,84849,1110,"70-74 years","female",20,3845,"Leisure",444.963592529297,444.963592529297,"car",2,109.48,"weekday",1,"65 plus",">10km","car",109.48,2,14,14
"84853/1000",NA,84853,1111,"65-69 years","female",20,3846,"Other",304.822784423828,304.822784423828,"car",0.0833333333333333,1.91,"weekday",1,"65 plus","1-2km","bicycle",1.91,0.173636363636364,0.583333333333333,1.21545454545455
"84853/1000",NA,84853,1111,"65-69 years","female",20,3847,"Other",304.822784423828,304.822784423828,"car",0.0833333333333333,2.3,"weekday",2,"65 plus","3-5km","bicycle",2.3,0.209090909090909,0.583333333333333,1.46363636363636
"84854/1000",NA,84854,1112,"65-69 years","male",20,3848,"Work",351.451293945312,351.451293945312,"car",0.666666666666667,17.43,"weekday",1,"65 plus",">10km","car",17.43,0.666666666666667,4.66666666666667,4.66666666666667
"84854/1000",NA,84854,1112,"65-69 years","male",20,3849,"Work",351.451293945312,351.451293945312,"car",0.666666666666667,17.23,"weekday",2,"65 plus",">10km","car",17.23,0.666666666666667,4.66666666666667,4.66666666666667
"84854/1001",NA,84854,1113,"60-64 years","female",20,3850,"Work",437.736572265625,437.736572265625,"car",0.0833333333333333,2.04,"weekday",1,"40 to 64","3-5km","bicycle",2.04,0.185454545454545,0.583333333333333,1.29818181818182
"84854/1001",NA,84854,1113,"60-64 years","female",20,3851,"Work",437.736572265625,437.736572265625,"car",0.0833333333333333,2.43,"weekday",2,"40 to 64","3-5km","bicycle",2.43,0.220909090909091,0.583333333333333,1.54636363636364
"84855/1001",NA,84855,1114,"60-64 years","female",20,3852,"Work",437.736572265625,437.736572265625,"car",0.25,3.71,"weekday",1,"40 to 64","3-5km","bicycle",3.71,0.337272727272727,1.75,2.36090909090909
"84855/1001",NA,84855,1114,"60-64 years","female",20,3853,"Work",437.736572265625,437.736572265625,"car",0.25,3.64,"weekday",2,"40 to 64","3-5km","bicycle",3.64,0.330909090909091,1.75,2.31636363636364
"84856/1000",NA,84856,1115,"65-69 years","female",20,3855,"Shopping",304.822784423828,304.822784423828,"walking",0.166666666666667,0.86,"weekday",2,"65 plus","<1km","walking",0.86,0.166666666666667,1.16666666666667,1.16666666666667
"84856/1000",NA,84856,1115,"65-69 years","female",20,3856,"Shopping",304.822784423828,304.822784423828,"walking",0.166666666666667,0.86,"weekday",3,"65 plus","<1km","walking",0.86,0.166666666666667,1.16666666666667,1.16666666666667
"84858/1000",NA,84858,1117,"70-74 years","male",20,3859,"Shopping",368.036743164062,368.036743164062,"car",0.416666666666667,13.57,"weekday",2,"65 plus",">10km","car",13.57,0.416666666666667,2.91666666666667,2.91666666666667
"84858/1000",NA,84858,1117,"70-74 years","male",20,3860,"Shopping",368.036743164062,368.036743164062,"car",0.416666666666667,13.57,"weekday",3,"65 plus",">10km","car",13.57,0.416666666666667,2.91666666666667,2.91666666666667
"84858/1001",NA,84858,1118,"65-69 years","female",20,3862,"Shopping",304.822784423828,304.822784423828,"car",0.416666666666667,13.57,"weekday",2,"65 plus",">10km","car",13.57,0.416666666666667,2.91666666666667,2.91666666666667
"84858/1001",NA,84858,1118,"65-69 years","female",20,3863,"Shopping",304.822784423828,304.822784423828,"car",0.416666666666667,13.57,"weekday",3,"65 plus",">10km","car",13.57,0.416666666666667,2.91666666666667,2.91666666666667
"84859/1000",NA,84859,1119,"45-49 years","female",20,3864,"Other",589.9345703125,589.9345703125,"car",0.416666666666667,9.42,"weekday",1,"40 to 64","6-10km","car",9.42,0.416666666666667,2.91666666666667,2.91666666666667
"84859/1000",NA,84859,1119,"45-49 years","female",20,3865,"Shopping",589.9345703125,589.9345703125,"car",0.333333333333333,7.1,"weekday",2,"40 to 64","6-10km","car",7.1,0.333333333333333,2.33333333333333,2.33333333333333
"84859/1000",NA,84859,1119,"45-49 years","female",20,3866,"Shopping",589.9345703125,589.9345703125,"car",0.0833333333333333,2.69,"weekday",3,"40 to 64","3-5km","bicycle",2.69,0.244545454545455,0.583333333333333,1.71181818181818
"84859/1000",NA,84859,1119,"45-49 years","female",20,3867,"Other",589.9345703125,589.9345703125,"car",0.0833333333333333,2.95,"weekday",4,"40 to 64","3-5km","bicycle",2.95,0.268181818181818,0.583333333333333,1.87727272727273
"84859/1000",NA,84859,1119,"45-49 years","female",20,3868,"Shopping",589.9345703125,589.9345703125,"car",0.166666666666667,5.61,"weekday",5,"40 to 64","6-10km","car",5.61,0.166666666666667,1.16666666666667,1.16666666666667
"84859/1000",NA,84859,1119,"45-49 years","female",20,3869,"Shopping",589.9345703125,589.9345703125,"car",0.25,8.08,"weekday",6,"40 to 64","6-10km","car",8.08,0.25,1.75,1.75
"84859/1000",NA,84859,1119,"45-49 years","female",20,3870,"Shopping",589.9345703125,589.9345703125,"car",0.25,2.21,"weekday",7,"40 to 64","3-5km","bicycle",2.21,0.200909090909091,1.75,1.40636363636364
"84860/1000",NA,84860,1120,"35-39 years","female",20,3871,"Leisure",634.367553710938,634.367553710938,"walking",0.0833333333333333,0.75,"weekday",1,"20 to 39","<1km","walking",0.75,0.0833333333333333,0.583333333333333,0.583333333333333
"84860/1000",NA,84860,1120,"35-39 years","female",20,3872,"Leisure",634.367553710938,634.367553710938,"walking",0.0833333333333333,0.75,"weekday",2,"20 to 39","<1km","walking",0.75,0.0833333333333333,0.583333333333333,0.583333333333333
"84860/1000",NA,84860,1120,"35-39 years","female",20,3873,"Leisure",634.367553710938,634.367553710938,"car",0.25,11.07,"weekday",3,"20 to 39",">10km","car",11.07,0.25,1.75,1.75
"84860/1000",NA,84860,1120,"35-39 years","female",20,3874,"Leisure",634.367553710938,634.367553710938,"car",0.25,10.97,"weekday",4,"20 to 39",">10km","car",10.97,0.25,1.75,1.75
"84860/1000",NA,84860,1120,"35-39 years","female",20,3875,"Leisure",634.367553710938,634.367553710938,"car",0.25,10.34,"weekday",5,"20 to 39",">10km","car",10.34,0.25,1.75,1.75
"84860/1000",NA,84860,1120,"35-39 years","female",20,3876,"Leisure",634.367553710938,634.367553710938,"car",0.333333333333333,10.28,"weekday",6,"20 to 39",">10km","car",10.28,0.333333333333333,2.33333333333333,2.33333333333333
"84860/1001",NA,84860,1121,"35-39 years","male",20,3877,"Work",754.537231445312,754.537231445312,"car",0.5,9.6,"weekday",1,"20 to 39","6-10km","car",9.6,0.5,3.5,3.5
"84860/1001",NA,84860,1121,"35-39 years","male",20,3878,"Work",754.537231445312,754.537231445312,"car",0.25,2.51,"weekday",2,"20 to 39","3-5km","bicycle",2.51,0.228181818181818,1.75,1.59727272727273
"84861/1000",NA,84861,1122,"45-49 years","male",20,3879,"Work",490.858123779297,490.858123779297,"walking",0.0333333333333333,0.03,"weekday",1,"40 to 64","<1km","walking",0.03,0.0333333333333333,0.233333333333333,0.233333333333333
"84861/1000",NA,84861,1122,"45-49 years","male",20,3880,"Work",490.858123779297,490.858123779297,"public.transport",0.0833333333333333,1.79,"weekday",1,"40 to 64","1-2km","public.transport",1.79,0.0833333333333333,0.583333333333333,0.583333333333333
"84861/1000",NA,84861,1122,"45-49 years","male",20,3881,"Work",490.858123779297,490.858123779297,"walking",0.0166666666666667,0.18,"weekday",1,"40 to 64","<1km","walking",0.18,0.0166666666666667,0.116666666666667,0.116666666666667
"84861/1000",NA,84861,1122,"45-49 years","male",20,3882,"Work",490.858123779297,490.858123779297,"public.transport",0.5,16.11,"weekday",1,"40 to 64",">10km","public.transport",16.11,0.5,3.5,3.5
"84861/1000",NA,84861,1122,"45-49 years","male",20,3883,"Work",490.858123779297,490.858123779297,"walking",0.1,0.8,"weekday",1,"40 to 64","<1km","walking",0.8,0.1,0.7,0.7
"84861/1000",NA,84861,1122,"45-49 years","male",20,3884,"Work",490.858123779297,490.858123779297,"walking",0.0833333333333333,0.8,"weekday",2,"40 to 64","<1km","walking",0.8,0.0833333333333333,0.583333333333333,0.583333333333333
"84861/1000",NA,84861,1122,"45-49 years","male",20,3885,"Work",490.858123779297,490.858123779297,"public.transport",0.566666666666667,16.11,"weekday",2,"40 to 64",">10km","public.transport",16.11,0.566666666666667,3.96666666666667,3.96666666666667
"84861/1000",NA,84861,1122,"45-49 years","male",20,3886,"Work",490.858123779297,490.858123779297,"car",0.0833333333333333,2.43,"weekday",2,"40 to 64","3-5km","bicycle",2.43,0.220909090909091,0.583333333333333,1.54636363636364
"84861/1001",NA,84861,1123,"35-39 years","female",20,3887,"Other",563.662841796875,563.662841796875,"car",0.166666666666667,2.42,"weekday",1,"20 to 39","3-5km","bicycle",2.42,0.22,1.16666666666667,1.54
"84861/1001",NA,84861,1123,"35-39 years","female",20,3888,"Work",563.662841796875,563.662841796875,"car",0.166666666666667,2.52,"weekday",2,"20 to 39","3-5km","bicycle",2.52,0.229090909090909,1.16666666666667,1.60363636363636
"84861/1001",NA,84861,1123,"35-39 years","female",20,3889,"Other",563.662841796875,563.662841796875,"car",0.166666666666667,2.49,"weekday",3,"20 to 39","3-5km","bicycle",2.49,0.226363636363636,1.16666666666667,1.58454545454545
"84861/1001",NA,84861,1123,"35-39 years","female",20,3890,"Other",563.662841796875,563.662841796875,"car",0.25,2.45,"weekday",4,"20 to 39","3-5km","bicycle",2.45,0.222727272727273,1.75,1.55909090909091
"84861/1001",NA,84861,1123,"35-39 years","female",20,3891,"Other",563.662841796875,563.662841796875,"car",0.0833333333333333,2.45,"weekday",5,"20 to 39","3-5km","bicycle",2.45,0.222727272727273,0.583333333333333,1.55909090909091
