"persid","cluster_id","household_id","participant_id","age_band","sex","year","trip_id","trip_purpose","participant_wt","trips_wt","trip_mode_base","trip_duration_base","trip_distance_base","day_type","trip_id_2","age_group","dist_cat","trip_mode_scen","trip_distance_scen","trip_duration_scen","trip_duration_base_hrs","trip_duration_scen_hrs"
"88201/1000",NA,88201,3000,"55-59 years","male",21,10490,"Shopping",261.203918457031,261.203918457031,"car",0.25,5.18,"weekday",7,"40 to 64","6-10km","car",5.18,0.25,1.75,1.75
"88201/1001",NA,88201,3001,"55-59 years","female",21,10491,"Leisure",179.280990600586,179.280990600586,"bicycle",0.0833333333333333,0.7,"weekday",1,"40 to 64","<1km","bicycle",0.7,0.0833333333333333,0.583333333333333,0.583333333333333
"88201/1001",NA,88201,3001,"55-59 years","female",21,10492,"Leisure",179.280990600586,179.280990600586,"bicycle",0.0833333333333333,0.7,"weekday",2,"40 to 64","<1km","bicycle",0.7,0.0833333333333333,0.583333333333333,0.583333333333333
"88201/1001",NA,88201,3001,"55-59 years","female",21,10493,"Shopping",179.280990600586,179.280990600586,"car",0.333333333333333,5.24,"weekday",3,"40 to 64","6-10km","car",5.24,0.333333333333333,2.33333333333333,2.33333333333333
"88201/1001",NA,88201,3001,"55-59 years","female",21,10494,"Shopping",179.280990600586,179.280990600586,"car",0.333333333333333,5.19,"weekday",4,"40 to 64","6-10km","car",5.19,0.333333333333333,2.33333333333333,2.33333333333333
"88201/1001",NA,88201,3001,"55-59 years","female",21,10495,"Shopping",179.280990600586,179.280990600586,"car",0.333333333333333,13.5,"weekday",5,"40 to 64",">10km","car",13.5,0.333333333333333,2.33333333333333,2.33333333333333
"88201/1001",NA,88201,3001,"55-59 years","female",21,10496,"Shopping",179.280990600586,179.280990600586,"car",0.333333333333333,13.58,"weekday",6,"40 to 64",">10km","car",13.58,0.333333333333333,2.33333333333333,2.33333333333333
"88201/1001",NA,88201,3001,"55-59 years","female",21,10497,"Shopping",179.280990600586,179.280990600586,"car",0.25,5.08,"weekday",7,"40 to 64","6-10km","car",5.08,0.25,1.75,1.75
"88201/1001",NA,88201,3001,"55-59 years","female",21,10498,"Shopping",179.280990600586,179.280990600586,"car",0.25,5.18,"weekday",8,"40 to 64","6-10km","car",5.18,0.25,1.75,1.75
"88204/1000",NA,88204,3002,"40-44 years","male",21,10499,"Work",283.161804199219,283.161804199219,"walking",0.166666666666667,0.16,"weekday",1,"40 to 64","<1km","walking",0.16,0.166666666666667,1.16666666666667,1.16666666666667
"88204/1000",NA,88204,3002,"40-44 years","male",21,10500,"Work",283.161804199219,283.161804199219,"public.transport",0.333333333333333,2.09,"weekday",1,"40 to 64","3-5km","public.transport",2.09,0.333333333333333,2.33333333333333,2.33333333333333
"88204/1000",NA,88204,3002,"40-44 years","male",21,10501,"Work",283.161804199219,283.161804199219,"walking",0.0166666666666667,0.01,"weekday",1,"40 to 64","<1km","walking",0.01,0.0166666666666667,0.116666666666667,0.116666666666667
"88204/1000",NA,88204,3002,"40-44 years","male",21,10502,"Work",283.161804199219,283.161804199219,"public.transport",0.4,18.9,"weekday",1,"40 to 64",">10km","public.transport",18.9,0.4,2.8,2.8
"88204/1000",NA,88204,3002,"40-44 years","male",21,10503,"Work",283.161804199219,283.161804199219,"public.transport",0.25,5.47,"weekday",1,"40 to 64","6-10km","public.transport",5.47,0.25,1.75,1.75
"88204/1000",NA,88204,3002,"40-44 years","male",21,10504,"Work",283.161804199219,283.161804199219,"walking",0.0333333333333333,0.09,"weekday",1,"40 to 64","<1km","walking",0.09,0.0333333333333333,0.233333333333333,0.233333333333333
"88204/1000",NA,88204,3002,"40-44 years","male",21,10505,"Work",283.161804199219,283.161804199219,"public.transport",0.166666666666667,1.96,"weekday",1,"40 to 64","1-2km","public.transport",1.96,0.166666666666667,1.16666666666667,1.16666666666667
"88204/1000",NA,88204,3002,"40-44 years","male",21,10506,"Work",283.161804199219,283.161804199219,"walking",0.166666666666667,1.01,"weekday",1,"40 to 64","1-2km","walking",1.01,0.166666666666667,1.16666666666667,1.16666666666667
"88204/1000",NA,88204,3002,"40-44 years","male",21,10507,"Work",283.161804199219,283.161804199219,"walking",0.166666666666667,1.01,"weekday",2,"40 to 64","1-2km","walking",1.01,0.166666666666667,1.16666666666667,1.16666666666667
"88204/1000",NA,88204,3002,"40-44 years","male",21,10508,"Work",283.161804199219,283.161804199219,"public.transport",0.4,8.57,"weekday",2,"40 to 64","6-10km","public.transport",8.57,0.4,2.8,2.8
"88204/1000",NA,88204,3002,"40-44 years","male",21,10509,"Work",283.161804199219,283.161804199219,"walking",0.0166666666666667,0.07,"weekday",2,"40 to 64","<1km","walking",0.07,0.0166666666666667,0.116666666666667,0.116666666666667
"88204/1000",NA,88204,3002,"40-44 years","male",21,10510,"Work",283.161804199219,283.161804199219,"public.transport",0.216666666666667,10.68,"weekday",2,"40 to 64",">10km","public.transport",10.68,0.216666666666667,1.51666666666667,1.51666666666667
"88204/1000",NA,88204,3002,"40-44 years","male",21,10511,"Work",283.161804199219,283.161804199219,"car",0.15,2.17,"weekday",2,"40 to 64","3-5km","bicycle",2.17,0.197272727272727,1.05,1.38090909090909
"88204/1001",NA,88204,3003,"40-44 years","female",21,10512,"Other",336.650360107422,336.650360107422,"car",0.0833333333333333,2.17,"weekday",1,"40 to 64","3-5km","bicycle",2.17,0.197272727272727,0.583333333333333,1.38090909090909
"88204/1001",NA,88204,3003,"40-44 years","female",21,10513,"Other",336.650360107422,336.650360107422,"car",0.15,2.17,"weekday",2,"40 to 64","3-5km","bicycle",2.17,0.197272727272727,1.05,1.38090909090909
"88204/1002",NA,88204,3004,"15-19 years","male",21,10514,"Education",243.971801757812,243.971801757812,"public.transport",0.5,7.49,"weekday",1,"15 to 19","6-10km","public.transport",7.49,0.5,3.5,3.5
"88204/1002",NA,88204,3004,"15-19 years","male",21,10515,"Education",243.971801757812,243.971801757812,"public.transport",0.5,7.51,"weekday",2,"15 to 19","6-10km","public.transport",7.51,0.5,3.5,3.5
"88206/1000",NA,88206,3005,"60-64 years","female",21,10516,"Shopping",156.893493652344,156.893493652344,"car",0.416666666666667,14.62,"weekday",1,"40 to 64",">10km","car",14.62,0.416666666666667,2.91666666666667,2.91666666666667
"88206/1000",NA,88206,3005,"60-64 years","female",21,10517,"Shopping",156.893493652344,156.893493652344,"car",0.416666666666667,14.78,"weekday",2,"40 to 64",">10km","car",14.78,0.416666666666667,2.91666666666667,2.91666666666667
"88206/1000",NA,88206,3005,"60-64 years","female",21,10518,"Shopping",156.893493652344,156.893493652344,"car",0.0833333333333333,1.45,"weekday",3,"40 to 64","1-2km","bicycle",1.45,0.131818181818182,0.583333333333333,0.922727272727273
"88206/1000",NA,88206,3005,"60-64 years","female",21,10519,"Shopping",156.893493652344,156.893493652344,"car",0.0833333333333333,0.77,"weekday",4,"40 to 64","<1km","bicycle",0.77,0.07,0.583333333333333,0.49
"88206/1001",NA,88206,3006,"65-69 years","male",21,10520,"Shopping",151.590209960938,151.590209960938,"car",0.133333333333333,1.73,"weekday",1,"65 plus","1-2km","bicycle",1.73,0.157272727272727,0.933333333333333,1.10090909090909
"88206/1001",NA,88206,3006,"65-69 years","male",21,10521,"Shopping",151.590209960938,151.590209960938,"car",0.133333333333333,2.08,"weekday",2,"65 plus","3-5km","bicycle",2.08,0.189090909090909,0.933333333333333,1.32363636363636
"88207/1000",NA,88207,3007,"50-54 years","male",21,10522,"Work",402.633728027344,402.633728027344,"car",0.0833333333333333,1.74,"weekday",1,"40 to 64","1-2km","bicycle",1.74,0.158181818181818,0.583333333333333,1.10727272727273
"88207/1000",NA,88207,3007,"50-54 years","male",21,10523,"Work",402.633728027344,402.633728027344,"public.transport",0.75,45.13,"weekday",1,"40 to 64",">10km","public.transport",45.13,0.75,5.25,5.25
"88207/1000",NA,88207,3007,"50-54 years","male",21,10524,"Work",402.633728027344,402.633728027344,"walking",0.0833333333333333,0.51,"weekday",1,"40 to 64","<1km","walking",0.51,0.0833333333333333,0.583333333333333,0.583333333333333
"88207/1000",NA,88207,3007,"50-54 years","male",21,10525,"Work",402.633728027344,402.633728027344,"walking",0.0833333333333333,0.51,"weekday",2,"40 to 64","<1km","walking",0.51,0.0833333333333333,0.583333333333333,0.583333333333333
"88207/1000",NA,88207,3007,"50-54 years","male",21,10526,"Work",402.633728027344,402.633728027344,"public.transport",0.75,45.13,"weekday",2,"40 to 64",">10km","public.transport",45.13,0.75,5.25,5.25
"88207/1000",NA,88207,3007,"50-54 years","male",21,10527,"Work",402.633728027344,402.633728027344,"car",0.0833333333333333,1.74,"weekday",2,"40 to 64","1-2km","bicycle",1.74,0.158181818181818,0.583333333333333,1.10727272727273
"88207/1002",NA,88207,3008,"20-24 years","male",21,10528,"Shopping",806.452819824219,806.452819824219,"car",0.166666666666667,4.62,"weekday",1,"20 to 39","3-5km","bicycle",4.62,0.42,1.16666666666667,2.94
"88207/1002",NA,88207,3008,"20-24 years","male",21,10529,"Other",806.452819824219,806.452819824219,"car",0.166666666666667,4.77,"weekday",2,"20 to 39","3-5km","bicycle",4.77,0.433636363636364,1.16666666666667,3.03545454545455
"88207/1002",NA,88207,3008,"20-24 years","male",21,10530,"Other",806.452819824219,806.452819824219,"car",0.5,8.63,"weekday",3,"20 to 39","6-10km","car",8.63,0.5,3.5,3.5
"88207/1003",NA,88207,3009,"15-19 years","male",21,10531,"Education",333.733825683594,333.733825683594,"walking",0.25,2.21,"weekday",1,"15 to 19","3-5km","walking",2.21,0.25,1.75,1.75
"88207/1003",NA,88207,3009,"15-19 years","male",21,10532,"Education",333.733825683594,333.733825683594,"car",0.166666666666667,2.45,"weekday",2,"15 to 19","3-5km","bicycle",2.45,0.222727272727273,1.16666666666667,1.55909090909091
"88209/1000",NA,88209,3010,"65-69 years","female",21,10533,"Leisure",158.535507202148,158.535507202148,"car",0.25,4.97,"weekday",1,"65 plus","3-5km","bicycle",4.97,0.451818181818182,1.75,3.16272727272727
"88209/1000",NA,88209,3010,"65-69 years","female",21,10534,"Shopping",158.535507202148,158.535507202148,"car",0.0666666666666667,2.09,"weekday",2,"65 plus","3-5km","bicycle",2.09,0.19,0.466666666666667,1.33
"88209/1000",NA,88209,3010,"65-69 years","female",21,10535,"Other",158.535507202148,158.535507202148,"car",0.0833333333333333,1.14,"weekday",3,"65 plus","1-2km","bicycle",1.14,0.103636363636364,0.583333333333333,0.725454545454545
"88209/1000",NA,88209,3010,"65-69 years","female",21,10536,"Other",158.535507202148,158.535507202148,"car",0.0833333333333333,2.83,"weekday",4,"65 plus","3-5km","bicycle",2.83,0.257272727272727,0.583333333333333,1.80090909090909
"88209/1001",NA,88209,3011,"65-69 years","male",21,10537,"Work",151.590209960938,151.590209960938,"car",1,55.28,"weekday",1,"65 plus",">10km","car",55.28,1,7,7
"88209/1001",NA,88209,3011,"65-69 years","male",21,10538,"Work",151.590209960938,151.590209960938,"car",1,55.89,"weekday",2,"65 plus",">10km","car",55.89,1,7,7
"88211/1000",NA,88211,3012,"65-69 years","male",21,10539,"Shopping",380.566589355469,380.566589355469,"car",0.0833333333333333,1.14,"weekday",1,"65 plus","1-2km","bicycle",1.14,0.103636363636364,0.583333333333333,0.725454545454545
"88211/1000",NA,88211,3012,"65-69 years","male",21,10540,"Shopping",380.566589355469,380.566589355469,"car",0.166666666666667,5.71,"weekday",2,"65 plus","6-10km","car",5.71,0.166666666666667,1.16666666666667,1.16666666666667
"88211/1000",NA,88211,3012,"65-69 years","male",21,10541,"Shopping",380.566589355469,380.566589355469,"car",0.0833333333333333,3.24,"weekday",3,"65 plus","3-5km","bicycle",3.24,0.294545454545455,0.583333333333333,2.06181818181818
"88211/1000",NA,88211,3012,"65-69 years","male",21,10542,"Other",380.566589355469,380.566589355469,"car",0.0833333333333333,2.04,"weekday",4,"65 plus","3-5km","bicycle",2.04,0.185454545454545,0.583333333333333,1.29818181818182
"88211/1000",NA,88211,3012,"65-69 years","male",21,10543,"Shopping",380.566589355469,380.566589355469,"car",0.166666666666667,1.15,"weekday",5,"65 plus","1-2km","bicycle",1.15,0.104545454545455,1.16666666666667,0.731818181818182
"88211/1000",NA,88211,3012,"65-69 years","male",21,10544,"Other",380.566589355469,380.566589355469,"car",0.166666666666667,1.66,"weekday",6,"65 plus","1-2km","bicycle",1.66,0.150909090909091,1.16666666666667,1.05636363636364
"88211/1000",NA,88211,3012,"65-69 years","male",21,10545,"Other",380.566589355469,380.566589355469,"car",0.166666666666667,5.8,"weekday",7,"65 plus","6-10km","car",5.8,0.166666666666667,1.16666666666667,1.16666666666667
"88211/1000",NA,88211,3012,"65-69 years","male",21,10546,"Other",380.566589355469,380.566589355469,"car",0.166666666666667,4.61,"weekday",8,"65 plus","3-5km","bicycle",4.61,0.419090909090909,1.16666666666667,2.93363636363636
"88212/1001",NA,88212,3013,"35-39 years","female",21,10547,"Work",522.818908691406,522.818908691406,"car",0.583333333333333,14.55,"weekday",1,"20 to 39",">10km","car",14.55,0.583333333333333,4.08333333333333,4.08333333333333
"88212/1001",NA,88212,3013,"35-39 years","female",21,10548,"Work",522.818908691406,522.818908691406,"car",0.666666666666667,14.63,"weekday",2,"20 to 39",">10km","car",14.63,0.666666666666667,4.66666666666667,4.66666666666667
"88213/1000",NA,88213,3014,"60-64 years","female",21,10549,"Shopping",474.000030517578,474.000030517578,"walking",0.116666666666667,0.42,"weekday",1,"40 to 64","<1km","walking",0.42,0.116666666666667,0.816666666666667,0.816666666666667
"88213/1000",NA,88213,3014,"60-64 years","female",21,10550,"Shopping",474.000030517578,474.000030517578,"walking",0.15,0.42,"weekday",2,"40 to 64","<1km","walking",0.42,0.15,1.05,1.05
"88213/1000",NA,88213,3014,"60-64 years","female",21,10551,"Leisure",474.000030517578,474.000030517578,"car",0.333333333333333,8.86,"weekday",3,"40 to 64","6-10km","car",8.86,0.333333333333333,2.33333333333333,2.33333333333333
"88213/1000",NA,88213,3014,"60-64 years","female",21,10552,"Leisure",474.000030517578,474.000030517578,"car",0.416666666666667,8.85,"weekday",4,"40 to 64","6-10km","car",8.85,0.416666666666667,2.91666666666667,2.91666666666667
"88215/1000",NA,88215,3015,"45-49 years","male",21,10553,"Other",708.6845703125,708.6845703125,"car",0.0833333333333333,0.61,"weekday",1,"40 to 64","<1km","bicycle",0.61,0.0554545454545455,0.583333333333333,0.388181818181818
"88215/1000",NA,88215,3015,"45-49 years","male",21,10554,"Other",708.6845703125,708.6845703125,"car",0.0833333333333333,0.61,"weekday",2,"40 to 64","<1km","bicycle",0.61,0.0554545454545455,0.583333333333333,0.388181818181818
"88215/1000",NA,88215,3015,"45-49 years","male",21,10555,"Other",708.6845703125,708.6845703125,"car",0.0833333333333333,0.61,"weekday",3,"40 to 64","<1km","bicycle",0.61,0.0554545454545455,0.583333333333333,0.388181818181818
"88215/1000",NA,88215,3015,"45-49 years","male",21,10556,"Other",708.6845703125,708.6845703125,"car",0.116666666666667,0.61,"weekday",4,"40 to 64","<1km","bicycle",0.61,0.0554545454545455,0.816666666666667,0.388181818181818
"88215/1002",NA,88215,3016,"15-19 years","male",21,10557,"Education",782.303466796875,782.303466796875,"walking",0.166666666666667,0.79,"weekday",1,"15 to 19","<1km","walking",0.79,0.166666666666667,1.16666666666667,1.16666666666667
"88215/1002",NA,88215,3016,"15-19 years","male",21,10558,"Education",782.303466796875,782.303466796875,"public.transport",0.333333333333333,11.63,"weekday",1,"15 to 19",">10km","public.transport",11.63,0.333333333333333,2.33333333333333,2.33333333333333
"88215/1002",NA,88215,3016,"15-19 years","male",21,10559,"Education",782.303466796875,782.303466796875,"walking",0.166666666666667,1.07,"weekday",1,"15 to 19","1-2km","walking",1.07,0.166666666666667,1.16666666666667,1.16666666666667
"88215/1002",NA,88215,3016,"15-19 years","male",21,10560,"Education",782.303466796875,782.303466796875,"walking",0.166666666666667,1.07,"weekday",2,"15 to 19","1-2km","walking",1.07,0.166666666666667,1.16666666666667,1.16666666666667
"88215/1002",NA,88215,3016,"15-19 years","male",21,10561,"Education",782.303466796875,782.303466796875,"public.transport",0.333333333333333,11.63,"weekday",2,"15 to 19",">10km","public.transport",11.63,0.333333333333333,2.33333333333333,2.33333333333333
"88215/1002",NA,88215,3016,"15-19 years","male",21,10562,"Education",782.303466796875,782.303466796875,"walking",0.166666666666667,0.79,"weekday",2,"15 to 19","<1km","walking",0.79,0.166666666666667,1.16666666666667,1.16666666666667
"88220/1000",NA,88220,3017,"70-74 years","male",21,10563,"Other",368.036743164062,368.036743164062,"car",0.583333333333333,14.74,"weekday",1,"65 plus",">10km","car",14.74,0.583333333333333,4.08333333333333,4.08333333333333
"88220/1000",NA,88220,3017,"70-74 years","male",21,10564,"Other",368.036743164062,368.036743164062,"car",0.333333333333333,14.66,"weekday",2,"65 plus",">10km","car",14.66,0.333333333333333,2.33333333333333,2.33333333333333
"88220/1000",NA,88220,3017,"70-74 years","male",21,10565,"Work",368.036743164062,368.036743164062,"car",1.25,75.37,"weekday",3,"65 plus",">10km","car",75.37,1.25,8.75,8.75
"88220/1000",NA,88220,3017,"70-74 years","male",21,10566,"Other",368.036743164062,368.036743164062,"car",1.5,64.69,"weekday",4,"65 plus",">10km","car",64.69,1.5,10.5,10.5
"88220/1000",NA,88220,3017,"70-74 years","male",21,10567,"Shopping",368.036743164062,368.036743164062,"car",0.25,4.75,"weekday",5,"65 plus","3-5km","bicycle",4.75,0.431818181818182,1.75,3.02272727272727
"88220/1000",NA,88220,3017,"70-74 years","male",21,10568,"Other",368.036743164062,368.036743164062,"car",0.25,4.19,"weekday",6,"65 plus","3-5km","bicycle",4.19,0.380909090909091,1.75,2.66636363636364
"88220/1000",NA,88220,3017,"70-74 years","male",21,10569,"Other",368.036743164062,368.036743164062,"car",1.75,64.29,"weekday",7,"65 plus",">10km","car",64.29,1.75,12.25,12.25
"88220/1000",NA,88220,3017,"70-74 years","male",21,10570,"Other",368.036743164062,368.036743164062,"car",1.75,75.33,"weekday",8,"65 plus",">10km","car",75.33,1.75,12.25,12.25
"88220/1001",NA,88220,3018,"70-74 years","female",21,10571,"Work",410.921569824219,410.921569824219,"car",0.666666666666667,24.21,"weekday",1,"65 plus",">10km","car",24.21,0.666666666666667,4.66666666666667,4.66666666666667
"88220/1001",NA,88220,3018,"70-74 years","female",21,10572,"Work",410.921569824219,410.921569824219,"car",0.75,23.97,"weekday",2,"65 plus",">10km","car",23.97,0.75,5.25,5.25
"88221/1000",NA,88221,3019,"35-39 years","male",21,10573,"Work",673.374267578125,673.374267578125,"car",0.166666666666667,3.22,"weekday",1,"20 to 39","3-5km","bicycle",3.22,0.292727272727273,1.16666666666667,2.04909090909091
"88221/1000",NA,88221,3019,"35-39 years","male",21,10574,"Work",673.374267578125,673.374267578125,"car",0.166666666666667,3.22,"weekday",2,"20 to 39","3-5km","bicycle",3.22,0.292727272727273,1.16666666666667,2.04909090909091
"88222/1000",NA,88222,3020,"65-69 years","female",21,10575,"Other",304.822784423828,304.822784423828,"walking",0.133333333333333,0.31,"weekday",1,"65 plus","<1km","walking",0.31,0.133333333333333,0.933333333333333,0.933333333333333
"88222/1000",NA,88222,3020,"65-69 years","female",21,10576,"Other",304.822784423828,304.822784423828,"walking",0.2,0.31,"weekday",2,"65 plus","<1km","walking",0.31,0.2,1.4,1.4
"88222/1000",NA,88222,3020,"65-69 years","female",21,10577,"Shopping",304.822784423828,304.822784423828,"car",0.0833333333333333,1.11,"weekday",3,"65 plus","1-2km","bicycle",1.11,0.100909090909091,0.583333333333333,0.706363636363636
"88222/1000",NA,88222,3020,"65-69 years","female",21,10578,"Shopping",304.822784423828,304.822784423828,"car",0.133333333333333,1.07,"weekday",4,"65 plus","1-2km","bicycle",1.07,0.0972727272727273,0.933333333333333,0.680909090909091
"88223/1000",NA,88223,3021,"55-59 years","male",21,10579,"Other",598.893310546875,598.893310546875,"car",0.333333333333333,7.83,"weekday",1,"40 to 64","6-10km","car",7.83,0.333333333333333,2.33333333333333,2.33333333333333
"88223/1000",NA,88223,3021,"55-59 years","male",21,10580,"Work",598.893310546875,598.893310546875,"car",0.416666666666667,2.53,"weekday",2,"40 to 64","3-5km","bicycle",2.53,0.23,2.91666666666667,1.61
"88223/1000",NA,88223,3021,"55-59 years","male",21,10581,"Other",598.893310546875,598.893310546875,"car",0.166666666666667,2.61,"weekday",3,"40 to 64","3-5km","bicycle",2.61,0.237272727272727,1.16666666666667,1.66090909090909
"88223/1000",NA,88223,3021,"55-59 years","male",21,10582,"Other",598.893310546875,598.893310546875,"car",0.333333333333333,7.44,"weekday",4,"40 to 64","6-10km","car",7.44,0.333333333333333,2.33333333333333,2.33333333333333
"88223/1001",NA,88223,3022,"50-54 years","female",21,10583,"Other",545.808776855469,545.808776855469,"car",0.333333333333333,7.83,"weekday",1,"40 to 64","6-10km","car",7.83,0.333333333333333,2.33333333333333,2.33333333333333
"88223/1001",NA,88223,3022,"50-54 years","female",21,10584,"Work",545.808776855469,545.808776855469,"car",0.416666666666667,2.53,"weekday",2,"40 to 64","3-5km","bicycle",2.53,0.23,2.91666666666667,1.61
"88223/1001",NA,88223,3022,"50-54 years","female",21,10585,"Other",545.808776855469,545.808776855469,"car",0.166666666666667,2.61,"weekday",3,"40 to 64","3-5km","bicycle",2.61,0.237272727272727,1.16666666666667,1.66090909090909
"88223/1001",NA,88223,3022,"50-54 years","female",21,10586,"Other",545.808776855469,545.808776855469,"car",0.333333333333333,7.44,"weekday",4,"40 to 64","6-10km","car",7.44,0.333333333333333,2.33333333333333,2.33333333333333
"88225/1000",NA,88225,3023,"70-74 years","female",21,10588,"Other",444.963592529297,444.963592529297,"car",0.0833333333333333,1.17,"weekday",2,"65 plus","1-2km","bicycle",1.17,0.106363636363636,0.583333333333333,0.744545454545455
"88225/1000",NA,88225,3023,"70-74 years","female",21,10589,"Other",444.963592529297,444.963592529297,"car",0.0833333333333333,1.13,"weekday",3,"65 plus","1-2km","bicycle",1.13,0.102727272727273,0.583333333333333,0.719090909090909
"88226/1000",NA,88226,3024,"30-34 years","male",21,10591,"Work",825.542541503906,825.542541503906,"car",0.5,9.56,"weekday",1,"20 to 39","6-10km","car",9.56,0.5,3.5,3.5
"88226/1000",NA,88226,3024,"30-34 years","male",21,10592,"Work",825.542541503906,825.542541503906,"car",0.583333333333333,9.29,"weekday",2,"20 to 39","6-10km","car",9.29,0.583333333333333,4.08333333333333,4.08333333333333
"88226/1001",NA,88226,3025,"30-34 years","female",21,10593,"Work",666.033386230469,666.033386230469,"car",0.2,2.52,"weekday",1,"20 to 39","3-5km","bicycle",2.52,0.229090909090909,1.4,1.60363636363636
"88226/1001",NA,88226,3025,"30-34 years","female",21,10594,"Work",666.033386230469,666.033386230469,"car",0.166666666666667,2.52,"weekday",2,"20 to 39","3-5km","bicycle",2.52,0.229090909090909,1.16666666666667,1.60363636363636
"88227/1000",NA,88227,3026,"45-49 years","male",21,10595,"Other",552.430297851562,552.430297851562,"walking",0.0833333333333333,0.37,"weekday",1,"40 to 64","<1km","walking",0.37,0.0833333333333333,0.583333333333333,0.583333333333333
"88227/1000",NA,88227,3026,"45-49 years","male",21,10596,"Other",552.430297851562,552.430297851562,"walking",0.0833333333333333,0.37,"weekday",2,"40 to 64","<1km","walking",0.37,0.0833333333333333,0.583333333333333,0.583333333333333
"88227/1000",NA,88227,3026,"45-49 years","male",21,10597,"Other",552.430297851562,552.430297851562,"bicycle",0.0333333333333333,0.37,"weekday",3,"40 to 64","<1km","bicycle",0.37,0.0333333333333333,0.233333333333333,0.233333333333333
"88227/1000",NA,88227,3026,"45-49 years","male",21,10598,"Other",552.430297851562,552.430297851562,"walking",0.0833333333333333,0.37,"weekday",4,"40 to 64","<1km","walking",0.37,0.0833333333333333,0.583333333333333,0.583333333333333
"88227/1000",NA,88227,3026,"45-49 years","male",21,10599,"Other",552.430297851562,552.430297851562,"car",0.05,0.43,"weekday",5,"40 to 64","<1km","bicycle",0.43,0.0390909090909091,0.35,0.273636363636364
"88227/1000",NA,88227,3026,"45-49 years","male",21,10600,"Other",552.430297851562,552.430297851562,"car",0.0666666666666667,0.43,"weekday",6,"40 to 64","<1km","bicycle",0.43,0.0390909090909091,0.466666666666667,0.273636363636364
"88227/1001",NA,88227,3027,"35-39 years","female",21,10601,"Work",634.367553710938,634.367553710938,"bicycle",0.666666666666667,9.97,"weekday",1,"20 to 39","6-10km","bicycle",9.97,0.666666666666667,4.66666666666667,4.66666666666667
"88227/1001",NA,88227,3027,"35-39 years","female",21,10602,"Work",634.367553710938,634.367553710938,"bicycle",0.75,9.97,"weekday",2,"20 to 39","6-10km","bicycle",9.97,0.75,5.25,5.25
"88228/1000",NA,88228,3028,"75-79 years","female",21,10604,"Leisure",410.973388671875,410.973388671875,"car",0.5,24.94,"weekday",2,"65 plus",">10km","car",24.94,0.5,3.5,3.5
"88228/1000",NA,88228,3028,"75-79 years","female",21,10605,"Leisure",410.973388671875,410.973388671875,"car",0.5,24.66,"weekday",3,"65 plus",">10km","car",24.66,0.5,3.5,3.5
"88228/1001",NA,88228,3029,"75-79 years","male",21,10607,"Leisure",319.961029052734,319.961029052734,"car",0.5,24.94,"weekday",1,"65 plus",">10km","car",24.94,0.5,3.5,3.5
"88228/1001",NA,88228,3029,"75-79 years","male",21,10608,"Leisure",319.961029052734,319.961029052734,"car",0.5,24.66,"weekday",2,"65 plus",">10km","car",24.66,0.5,3.5,3.5
"88231/1000",NA,88231,3030,"75-79 years","male",21,10609,"Shopping",319.961029052734,319.961029052734,"car",0.0833333333333333,1.8,"weekday",1,"65 plus","1-2km","bicycle",1.8,0.163636363636364,0.583333333333333,1.14545454545455
"88231/1000",NA,88231,3030,"75-79 years","male",21,10610,"Shopping",319.961029052734,319.961029052734,"car",0.0833333333333333,1.79,"weekday",2,"65 plus","1-2km","bicycle",1.79,0.162727272727273,0.583333333333333,1.13909090909091
"88231/1001",NA,88231,3031,"75-79 years","female",21,10611,"Shopping",410.973388671875,410.973388671875,"car",0.0833333333333333,1.8,"weekday",1,"65 plus","1-2km","bicycle",1.8,0.163636363636364,0.583333333333333,1.14545454545455
"88231/1001",NA,88231,3031,"75-79 years","female",21,10612,"Shopping",410.973388671875,410.973388671875,"car",0.0833333333333333,1.79,"weekday",2,"65 plus","1-2km","bicycle",1.79,0.162727272727273,0.583333333333333,1.13909090909091
