"persid","cluster_id","household_id","participant_id","age_band","sex","year","trip_id","trip_purpose","participant_wt","trips_wt","trip_mode_base","trip_duration_base","trip_distance_base","day_type","trip_id_2","age_group","dist_cat","trip_mode_scen","trip_distance_scen","trip_duration_scen","trip_duration_base_hrs","trip_duration_scen_hrs"
"88232/1000",NA,88232,3032,"35-39 years","female",21,10613,"Other",634.367553710938,634.367553710938,"car",0.0833333333333333,0.47,"weekday",1,"20 to 39","<1km","bicycle",0.47,0.0427272727272727,0.583333333333333,0.299090909090909
"88232/1000",NA,88232,3032,"35-39 years","female",21,10614,"Work",634.367553710938,634.367553710938,"car",0.0833333333333333,0.81,"weekday",2,"20 to 39","<1km","bicycle",0.81,0.0736363636363636,0.583333333333333,0.515454545454545
"88232/1000",NA,88232,3032,"35-39 years","female",21,10615,"Other",634.367553710938,634.367553710938,"car",0.0833333333333333,0.81,"weekday",3,"20 to 39","<1km","bicycle",0.81,0.0736363636363636,0.583333333333333,0.515454545454545
"88232/1000",NA,88232,3032,"35-39 years","female",21,10616,"Other",634.367553710938,634.367553710938,"car",0.0833333333333333,0.47,"weekday",4,"20 to 39","<1km","bicycle",0.47,0.0427272727272727,0.583333333333333,0.299090909090909
"88234/1000",NA,88234,3033,"65-69 years","male",21,10617,"Shopping",351.451293945312,351.451293945312,"car",0.0833333333333333,0.84,"weekday",1,"65 plus","<1km","bicycle",0.84,0.0763636363636364,0.583333333333333,0.534545454545454
"88234/1000",NA,88234,3033,"65-69 years","male",21,10618,"Shopping",351.451293945312,351.451293945312,"car",0.0833333333333333,0.84,"weekday",2,"65 plus","<1km","bicycle",0.84,0.0763636363636364,0.583333333333333,0.534545454545454
"88234/1001",NA,88234,3034,"65-69 years","female",21,10619,"Shopping",304.822784423828,304.822784423828,"car",0.0833333333333333,0.84,"weekday",1,"65 plus","<1km","bicycle",0.84,0.0763636363636364,0.583333333333333,0.534545454545454
"88234/1001",NA,88234,3034,"65-69 years","female",21,10620,"Shopping",304.822784423828,304.822784423828,"car",0.0833333333333333,0.84,"weekday",2,"65 plus","<1km","bicycle",0.84,0.0763636363636364,0.583333333333333,0.534545454545454
"88235/1000",NA,88235,3035,"55-59 years","female",21,10621,"Work",507.188659667969,507.188659667969,"car",0.5,13.92,"weekday",1,"40 to 64",">10km","car",13.92,0.5,3.5,3.5
"88235/1000",NA,88235,3035,"55-59 years","female",21,10622,"Work",507.188659667969,507.188659667969,"car",0.5,14.06,"weekday",2,"40 to 64",">10km","car",14.06,0.5,3.5,3.5
"88235/1000",NA,88235,3035,"55-59 years","female",21,10623,"Leisure",507.188659667969,507.188659667969,"car",0.0666666666666667,0.66,"weekday",3,"40 to 64","<1km","bicycle",0.66,0.06,0.466666666666667,0.42
"88235/1000",NA,88235,3035,"55-59 years","female",21,10624,"Leisure",507.188659667969,507.188659667969,"car",0.0666666666666667,0.66,"weekday",4,"40 to 64","<1km","bicycle",0.66,0.06,0.466666666666667,0.42
"88236/1000",NA,88236,3036,"65-69 years","female",21,10625,"Other",330.075256347656,330.075256347656,"car",0.166666666666667,5.35,"weekday",1,"65 plus","6-10km","car",5.35,0.166666666666667,1.16666666666667,1.16666666666667
"88236/1000",NA,88236,3036,"65-69 years","female",21,10626,"Shopping",330.075256347656,330.075256347656,"car",0.166666666666667,4.03,"weekday",2,"65 plus","3-5km","bicycle",4.03,0.366363636363636,1.16666666666667,2.56454545454545
"88236/1000",NA,88236,3036,"65-69 years","female",21,10627,"Shopping",330.075256347656,330.075256347656,"car",0.0833333333333333,1.74,"weekday",3,"65 plus","1-2km","bicycle",1.74,0.158181818181818,0.583333333333333,1.10727272727273
"88237/1000",NA,88237,3037,"30-34 years","male",21,10628,"Work",825.542541503906,825.542541503906,"car",0.166666666666667,2.57,"weekday",1,"20 to 39","3-5km","bicycle",2.57,0.233636363636364,1.16666666666667,1.63545454545455
"88237/1000",NA,88237,3037,"30-34 years","male",21,10629,"Work",825.542541503906,825.542541503906,"car",0.25,2.58,"weekday",2,"20 to 39","3-5km","bicycle",2.58,0.234545454545455,1.75,1.64181818181818
"88237/1001",NA,88237,3038,"30-34 years","female",21,10630,"Work",666.033386230469,666.033386230469,"car",0.166666666666667,2.57,"weekday",1,"20 to 39","3-5km","bicycle",2.57,0.233636363636364,1.16666666666667,1.63545454545455
"88237/1001",NA,88237,3038,"30-34 years","female",21,10631,"Work",666.033386230469,666.033386230469,"car",0.25,2.58,"weekday",2,"20 to 39","3-5km","bicycle",2.58,0.234545454545455,1.75,1.64181818181818
"88240/1000",NA,88240,3039,"60-64 years","female",21,10632,"Leisure",198.384918212891,198.384918212891,"car",0.166666666666667,4.56,"weekday",1,"40 to 64","3-5km","bicycle",4.56,0.414545454545454,1.16666666666667,2.90181818181818
"88240/1000",NA,88240,3039,"60-64 years","female",21,10633,"Leisure",198.384918212891,198.384918212891,"car",0.166666666666667,4.62,"weekday",2,"40 to 64","3-5km","bicycle",4.62,0.42,1.16666666666667,2.94
"88241/1000",NA,88241,3040,"70-74 years","male",21,10634,"Work",91.9685287475586,91.9685287475586,"car",0.333333333333333,9.48,"weekday",1,"65 plus","6-10km","car",9.48,0.333333333333333,2.33333333333333,2.33333333333333
"88241/1000",NA,88241,3040,"70-74 years","male",21,10635,"Work",91.9685287475586,91.9685287475586,"car",0.25,9.09,"weekday",2,"65 plus","6-10km","car",9.09,0.25,1.75,1.75
"88242/1000",NA,88242,3041,"30-34 years","male",21,10636,"Other",187.17204284668,187.17204284668,"car",0.166666666666667,1.42,"weekday",1,"20 to 39","1-2km","bicycle",1.42,0.129090909090909,1.16666666666667,0.903636363636364
"88242/1000",NA,88242,3041,"30-34 years","male",21,10637,"Leisure",187.17204284668,187.17204284668,"car",0.333333333333333,7.11,"weekday",2,"20 to 39","6-10km","car",7.11,0.333333333333333,2.33333333333333,2.33333333333333
"88242/1000",NA,88242,3041,"30-34 years","male",21,10638,"Work",187.17204284668,187.17204284668,"car",0.25,2.77,"weekday",3,"20 to 39","3-5km","bicycle",2.77,0.251818181818182,1.75,1.76272727272727
"88242/1000",NA,88242,3041,"30-34 years","male",21,10639,"Work",187.17204284668,187.17204284668,"car",0.416666666666667,8.34,"weekday",4,"20 to 39","6-10km","car",8.34,0.416666666666667,2.91666666666667,2.91666666666667
"88242/1001",NA,88242,3042,"35-39 years","female",21,10640,"Work",126.796051025391,126.796051025391,"car",0.333333333333333,8.93,"weekday",1,"20 to 39","6-10km","car",8.93,0.333333333333333,2.33333333333333,2.33333333333333
"88242/1001",NA,88242,3042,"35-39 years","female",21,10641,"Other",126.796051025391,126.796051025391,"car",0.333333333333333,8.2,"weekday",2,"20 to 39","6-10km","car",8.2,0.333333333333333,2.33333333333333,2.33333333333333
"88242/1001",NA,88242,3042,"35-39 years","female",21,10642,"Other",126.796051025391,126.796051025391,"car",0.166666666666667,6.27,"weekday",3,"20 to 39","6-10km","car",6.27,0.166666666666667,1.16666666666667,1.16666666666667
"88246/1001",NA,88246,3043,"50-54 years","male",21,10643,"Work",184.723663330078,184.723663330078,"car",0.0666666666666667,3.77,"weekday",1,"40 to 64","3-5km","bicycle",3.77,0.342727272727273,0.466666666666667,2.39909090909091
"88246/1001",NA,88246,3043,"50-54 years","male",21,10644,"Shopping",184.723663330078,184.723663330078,"walking",0.0833333333333333,0.88,"weekday",2,"40 to 64","<1km","walking",0.88,0.0833333333333333,0.583333333333333,0.583333333333333
"88246/1001",NA,88246,3043,"50-54 years","male",21,10645,"Work",184.723663330078,184.723663330078,"walking",0.0833333333333333,0.88,"weekday",3,"40 to 64","<1km","walking",0.88,0.0833333333333333,0.583333333333333,0.583333333333333
"88246/1001",NA,88246,3043,"50-54 years","male",21,10646,"Work",184.723663330078,184.723663330078,"car",0.0666666666666667,3.7,"weekday",4,"40 to 64","3-5km","bicycle",3.7,0.336363636363636,0.466666666666667,2.35454545454545
"88247/1001",NA,88247,3044,"30-34 years","female",21,10647,"Other",157.198715209961,157.198715209961,"car",0.25,1.62,"weekday",1,"20 to 39","1-2km","bicycle",1.62,0.147272727272727,1.75,1.03090909090909
"88247/1001",NA,88247,3044,"30-34 years","female",21,10648,"Work",157.198715209961,157.198715209961,"car",0.333333333333333,3.18,"weekday",2,"20 to 39","3-5km","bicycle",3.18,0.289090909090909,2.33333333333333,2.02363636363636
"88247/1001",NA,88247,3044,"30-34 years","female",21,10649,"Work",157.198715209961,157.198715209961,"car",0.333333333333333,2.99,"weekday",3,"20 to 39","3-5km","bicycle",2.99,0.271818181818182,2.33333333333333,1.90272727272727
"88247/1001",NA,88247,3044,"30-34 years","female",21,10650,"Other",157.198715209961,157.198715209961,"car",0.25,1.62,"weekday",4,"20 to 39","1-2km","bicycle",1.62,0.147272727272727,1.75,1.03090909090909
"88247/1001",NA,88247,3044,"30-34 years","female",21,10651,"Other",157.198715209961,157.198715209961,"car",0.166666666666667,1.65,"weekday",5,"20 to 39","1-2km","bicycle",1.65,0.15,1.16666666666667,1.05
"88248/1000",NA,88248,3045,"50-54 years","female",21,10652,"Work",286.475250244141,286.475250244141,"car",0.25,15.74,"weekday",1,"40 to 64",">10km","car",15.74,0.25,1.75,1.75
"88248/1000",NA,88248,3045,"50-54 years","female",21,10653,"Work",286.475250244141,286.475250244141,"car",0.5,15.98,"weekday",2,"40 to 64",">10km","car",15.98,0.5,3.5,3.5
"88248/1001",NA,88248,3046,"20-24 years","male",21,10654,"Education",390.446380615234,390.446380615234,"car",0.25,10.62,"weekday",1,"20 to 39",">10km","car",10.62,0.25,1.75,1.75
"88248/1001",NA,88248,3046,"20-24 years","male",21,10655,"Education",390.446380615234,390.446380615234,"car",0.25,10.14,"weekday",2,"20 to 39",">10km","car",10.14,0.25,1.75,1.75
"88248/1002",NA,88248,3047,"15-19 years","female",21,10656,"Education",340.53564453125,340.53564453125,"walking",0.166666666666667,0.6,"weekday",1,"15 to 19","<1km","walking",0.6,0.166666666666667,1.16666666666667,1.16666666666667
"88248/1002",NA,88248,3047,"15-19 years","female",21,10657,"Education",340.53564453125,340.53564453125,"public.transport",0.833333333333333,11.61,"weekday",1,"15 to 19",">10km","public.transport",11.61,0.833333333333333,5.83333333333333,5.83333333333333
"88248/1002",NA,88248,3047,"15-19 years","female",21,10658,"Education",340.53564453125,340.53564453125,"walking",0.05,0.31,"weekday",1,"15 to 19","<1km","walking",0.31,0.05,0.35,0.35
"88248/1002",NA,88248,3047,"15-19 years","female",21,10659,"Education",340.53564453125,340.53564453125,"walking",0.05,0.31,"weekday",2,"15 to 19","<1km","walking",0.31,0.05,0.35,0.35
"88248/1002",NA,88248,3047,"15-19 years","female",21,10660,"Education",340.53564453125,340.53564453125,"public.transport",0.666666666666667,11.62,"weekday",2,"15 to 19",">10km","public.transport",11.62,0.666666666666667,4.66666666666667,4.66666666666667
"88248/1002",NA,88248,3047,"15-19 years","female",21,10661,"Education",340.53564453125,340.53564453125,"walking",0.166666666666667,0.6,"weekday",2,"15 to 19","<1km","walking",0.6,0.166666666666667,1.16666666666667,1.16666666666667
"88248/1003",NA,88248,3048,"15-19 years","female",21,10662,"Education",340.53564453125,340.53564453125,"walking",0.166666666666667,0.6,"weekday",1,"15 to 19","<1km","walking",0.6,0.166666666666667,1.16666666666667,1.16666666666667
"88248/1003",NA,88248,3048,"15-19 years","female",21,10663,"Education",340.53564453125,340.53564453125,"public.transport",0.833333333333333,11.61,"weekday",1,"15 to 19",">10km","public.transport",11.61,0.833333333333333,5.83333333333333,5.83333333333333
"88248/1003",NA,88248,3048,"15-19 years","female",21,10664,"Education",340.53564453125,340.53564453125,"walking",0.05,0.31,"weekday",1,"15 to 19","<1km","walking",0.31,0.05,0.35,0.35
"88248/1003",NA,88248,3048,"15-19 years","female",21,10665,"Education",340.53564453125,340.53564453125,"walking",0.05,0.31,"weekday",2,"15 to 19","<1km","walking",0.31,0.05,0.35,0.35
"88248/1003",NA,88248,3048,"15-19 years","female",21,10666,"Education",340.53564453125,340.53564453125,"public.transport",0.666666666666667,11.62,"weekday",2,"15 to 19",">10km","public.transport",11.62,0.666666666666667,4.66666666666667,4.66666666666667
"88248/1003",NA,88248,3048,"15-19 years","female",21,10667,"Education",340.53564453125,340.53564453125,"walking",0.166666666666667,0.6,"weekday",2,"15 to 19","<1km","walking",0.6,0.166666666666667,1.16666666666667,1.16666666666667
"88255/1000",NA,88255,3049,"40-44 years","female",21,10668,"Other",276.858306884766,276.858306884766,"car",0.25,1.9,"weekday",1,"40 to 64","1-2km","bicycle",1.9,0.172727272727273,1.75,1.20909090909091
"88255/1000",NA,88255,3049,"40-44 years","female",21,10669,"Other",276.858306884766,276.858306884766,"car",0.166666666666667,6.75,"weekday",2,"40 to 64","6-10km","car",6.75,0.166666666666667,1.16666666666667,1.16666666666667
"88255/1000",NA,88255,3049,"40-44 years","female",21,10670,"Other",276.858306884766,276.858306884766,"car",0.0833333333333333,1.08,"weekday",3,"40 to 64","1-2km","bicycle",1.08,0.0981818181818182,0.583333333333333,0.687272727272727
"88255/1000",NA,88255,3049,"40-44 years","female",21,10671,"Other",276.858306884766,276.858306884766,"car",0.0833333333333333,1.05,"weekday",4,"40 to 64","1-2km","bicycle",1.05,0.0954545454545455,0.583333333333333,0.668181818181818
"88255/1001",NA,88255,3050,"40-44 years","male",21,10672,"Shopping",204.532974243164,204.532974243164,"car",0.333333333333333,8.74,"weekday",1,"40 to 64","6-10km","car",8.74,0.333333333333333,2.33333333333333,2.33333333333333
"88255/1001",NA,88255,3050,"40-44 years","male",21,10673,"Work",204.532974243164,204.532974243164,"car",0.5,13.46,"weekday",2,"40 to 64",">10km","car",13.46,0.5,3.5,3.5
"88255/1001",NA,88255,3050,"40-44 years","male",21,10674,"Work",204.532974243164,204.532974243164,"car",0.833333333333333,19.82,"weekday",3,"40 to 64",">10km","car",19.82,0.833333333333333,5.83333333333333,5.83333333333333
"88255/1002",NA,88255,3051,"20-24 years","female",21,10675,"Shopping",454.962646484375,454.962646484375,"car",0.333333333333333,10.74,"weekday",1,"20 to 39",">10km","car",10.74,0.333333333333333,2.33333333333333,2.33333333333333
"88255/1002",NA,88255,3051,"20-24 years","female",21,10676,"Other",454.962646484375,454.962646484375,"car",0.333333333333333,10.7,"weekday",2,"20 to 39",">10km","car",10.7,0.333333333333333,2.33333333333333,2.33333333333333
"88255/1002",NA,88255,3051,"20-24 years","female",21,10677,"Other",454.962646484375,454.962646484375,"car",0.166666666666667,6.75,"weekday",3,"20 to 39","6-10km","car",6.75,0.166666666666667,1.16666666666667,1.16666666666667
"88255/1002",NA,88255,3051,"20-24 years","female",21,10678,"Shopping",454.962646484375,454.962646484375,"car",0.166666666666667,4.55,"weekday",4,"20 to 39","3-5km","bicycle",4.55,0.413636363636364,1.16666666666667,2.89545454545455
"88255/1002",NA,88255,3051,"20-24 years","female",21,10679,"Shopping",454.962646484375,454.962646484375,"car",0.25,4.68,"weekday",5,"20 to 39","3-5km","bicycle",4.68,0.425454545454545,1.75,2.97818181818182
"88256/1001",NA,88256,3052,"60-64 years","female",21,10680,"Shopping",198.384918212891,198.384918212891,"car",0.75,20.71,"weekday",1,"40 to 64",">10km","car",20.71,0.75,5.25,5.25
"88256/1001",NA,88256,3052,"60-64 years","female",21,10681,"Leisure",198.384918212891,198.384918212891,"car",0.75,20.75,"weekday",2,"40 to 64",">10km","car",20.75,0.75,5.25,5.25
"88256/1002",NA,88256,3053,"60-64 years","male",21,10682,"Shopping",147.764495849609,147.764495849609,"car",0.75,20.71,"weekday",1,"40 to 64",">10km","car",20.71,0.75,5.25,5.25
"88256/1002",NA,88256,3053,"60-64 years","male",21,10683,"Leisure",147.764495849609,147.764495849609,"car",0.75,20.75,"weekday",2,"40 to 64",">10km","car",20.75,0.75,5.25,5.25
"88257/1000",NA,88257,3054,"60-64 years","male",21,10684,"Leisure",126.624420166016,126.624420166016,"car",0.0833333333333333,1.54,"weekday",1,"40 to 64","1-2km","bicycle",1.54,0.14,0.583333333333333,0.98
"88257/1000",NA,88257,3054,"60-64 years","male",21,10685,"Leisure",126.624420166016,126.624420166016,"car",0.0833333333333333,1.54,"weekday",2,"40 to 64","1-2km","bicycle",1.54,0.14,0.583333333333333,0.98
"88257/1000",NA,88257,3054,"60-64 years","male",21,10686,"Work",126.624420166016,126.624420166016,"car",0.666666666666667,27.64,"weekday",3,"40 to 64",">10km","car",27.64,0.666666666666667,4.66666666666667,4.66666666666667
"88257/1000",NA,88257,3054,"60-64 years","male",21,10687,"Work",126.624420166016,126.624420166016,"car",0.583333333333333,26.11,"weekday",4,"40 to 64",">10km","car",26.11,0.583333333333333,4.08333333333333,4.08333333333333
"88257/1001",NA,88257,3055,"60-64 years","female",21,10688,"Work",170.002777099609,170.002777099609,"car",0.25,10.6,"weekday",1,"40 to 64",">10km","car",10.6,0.25,1.75,1.75
"88257/1001",NA,88257,3055,"60-64 years","female",21,10689,"Work",170.002777099609,170.002777099609,"car",0.333333333333333,10.1,"weekday",2,"40 to 64",">10km","car",10.1,0.333333333333333,2.33333333333333,2.33333333333333
"88258/1000",NA,88258,3056,"85-89 years","female",21,10690,"Shopping",53.0276336669922,53.0276336669922,"car",0.5,10.47,"weekday",1,"65 plus",">10km","car",10.47,0.5,3.5,3.5
"88258/1000",NA,88258,3056,"85-89 years","female",21,10691,"Shopping",53.0276336669922,53.0276336669922,"car",0.5,10.49,"weekday",2,"65 plus",">10km","car",10.49,0.5,3.5,3.5
"88263/1000",NA,88263,3057,"70-74 years","male",21,10692,"Leisure",91.9685287475586,91.9685287475586,"walking",0.333333333333333,0.68,"weekday",1,"65 plus","<1km","walking",0.68,0.333333333333333,2.33333333333333,2.33333333333333
"88263/1000",NA,88263,3057,"70-74 years","male",21,10693,"Leisure",91.9685287475586,91.9685287475586,"walking",0.4,0.68,"weekday",2,"65 plus","<1km","walking",0.68,0.4,2.8,2.8
"88264/1000",NA,88264,3058,"35-39 years","male",21,10694,"Work",274.485229492188,274.485229492188,"car",0.25,6.07,"weekday",1,"20 to 39","6-10km","car",6.07,0.25,1.75,1.75
"88265/1000",NA,88265,3059,"75-79 years","female",21,10695,"Leisure",87.5259704589844,87.5259704589844,"car",0.0833333333333333,0.69,"weekday",1,"65 plus","<1km","bicycle",0.69,0.0627272727272727,0.583333333333333,0.439090909090909
"88265/1000",NA,88265,3059,"75-79 years","female",21,10696,"Other",87.5259704589844,87.5259704589844,"car",0.0833333333333333,2.05,"weekday",2,"65 plus","3-5km","bicycle",2.05,0.186363636363636,0.583333333333333,1.30454545454545
"88265/1000",NA,88265,3059,"75-79 years","female",21,10697,"Shopping",87.5259704589844,87.5259704589844,"car",0.166666666666667,8.34,"weekday",3,"65 plus","6-10km","car",8.34,0.166666666666667,1.16666666666667,1.16666666666667
"88265/1000",NA,88265,3059,"75-79 years","female",21,10698,"Shopping",87.5259704589844,87.5259704589844,"car",0.166666666666667,5.68,"weekday",4,"65 plus","6-10km","car",5.68,0.166666666666667,1.16666666666667,1.16666666666667
"88268/1000",NA,88268,3060,"45-49 years","female",21,10699,"Shopping",159.034194946289,159.034194946289,"car",0.333333333333333,11.42,"weekday",1,"40 to 64",">10km","car",11.42,0.333333333333333,2.33333333333333,2.33333333333333
"88268/1000",NA,88268,3060,"45-49 years","female",21,10700,"Shopping",159.034194946289,159.034194946289,"car",0.416666666666667,13.44,"weekday",2,"40 to 64",">10km","car",13.44,0.416666666666667,2.91666666666667,2.91666666666667
"88268/1000",NA,88268,3060,"45-49 years","female",21,10701,"Shopping",159.034194946289,159.034194946289,"car",0.166666666666667,4.11,"weekday",3,"40 to 64","3-5km","bicycle",4.11,0.373636363636364,1.16666666666667,2.61545454545455
"88268/1000",NA,88268,3060,"45-49 years","female",21,10702,"Shopping",159.034194946289,159.034194946289,"car",0.25,10.48,"weekday",4,"40 to 64",">10km","car",10.48,0.25,1.75,1.75
"88268/1000",NA,88268,3060,"45-49 years","female",21,10703,"Shopping",159.034194946289,159.034194946289,"car",0.0833333333333333,1.08,"weekday",5,"40 to 64","1-2km","bicycle",1.08,0.0981818181818182,0.583333333333333,0.687272727272727
"88268/1000",NA,88268,3060,"45-49 years","female",21,10704,"Shopping",159.034194946289,159.034194946289,"car",0.166666666666667,1.3,"weekday",6,"40 to 64","1-2km","bicycle",1.3,0.118181818181818,1.16666666666667,0.827272727272727
"88268/1000",NA,88268,3060,"45-49 years","female",21,10705,"Shopping",159.034194946289,159.034194946289,"car",0.333333333333333,10.81,"weekday",7,"40 to 64",">10km","car",10.81,0.333333333333333,2.33333333333333,2.33333333333333
"88268/1001",NA,88268,3061,"60-64 years","male",21,10706,"Shopping",126.624420166016,126.624420166016,"car",0.333333333333333,11.42,"weekday",1,"40 to 64",">10km","car",11.42,0.333333333333333,2.33333333333333,2.33333333333333
"88268/1001",NA,88268,3061,"60-64 years","male",21,10707,"Shopping",126.624420166016,126.624420166016,"car",0.416666666666667,13.44,"weekday",2,"40 to 64",">10km","car",13.44,0.416666666666667,2.91666666666667,2.91666666666667
"88268/1001",NA,88268,3061,"60-64 years","male",21,10708,"Shopping",126.624420166016,126.624420166016,"car",0.166666666666667,4.11,"weekday",3,"40 to 64","3-5km","bicycle",4.11,0.373636363636364,1.16666666666667,2.61545454545455
"88300/1001",NA,88300,3062,"45-49 years","female",21,10709,"Other",122.150421142578,122.150421142578,"car",0.5,17.22,"weekday",1,"40 to 64",">10km","car",17.22,0.5,3.5,3.5
"88300/1001",NA,88300,3062,"45-49 years","female",21,10710,"Work",122.150421142578,122.150421142578,"car",0.5,11.55,"weekday",2,"40 to 64",">10km","car",11.55,0.5,3.5,3.5
"88300/1001",NA,88300,3062,"45-49 years","female",21,10711,"Other",122.150421142578,122.150421142578,"car",0.5,13.58,"weekday",3,"40 to 64",">10km","car",13.58,0.5,3.5,3.5
"88300/1001",NA,88300,3062,"45-49 years","female",21,10712,"Other",122.150421142578,122.150421142578,"car",0.5,20.08,"weekday",4,"40 to 64",">10km","car",20.08,0.5,3.5,3.5
"88300/1004",NA,88300,3063,"55-59 years","male",21,10713,"Work",125.77254486084,125.77254486084,"car",0.666666666666667,25.94,"weekday",1,"40 to 64",">10km","car",25.94,0.666666666666667,4.66666666666667,4.66666666666667
"88300/1004",NA,88300,3063,"55-59 years","male",21,10714,"Work",125.77254486084,125.77254486084,"car",0.833333333333333,25.61,"weekday",2,"40 to 64",">10km","car",25.61,0.833333333333333,5.83333333333333,5.83333333333333
"88300/1005",NA,88300,3064,"15-19 years","female",21,10715,"Education",100.53645324707,100.53645324707,"car",0.5,17.22,"weekday",1,"15 to 19",">10km","car",17.22,0.5,3.5,3.5
"88300/1005",NA,88300,3064,"15-19 years","female",21,10716,"Education",100.53645324707,100.53645324707,"public.transport",0.4,3.51,"weekday",1,"15 to 19","3-5km","public.transport",3.51,0.4,2.8,2.8
"88300/1005",NA,88300,3064,"15-19 years","female",21,10717,"Education",100.53645324707,100.53645324707,"walking",0.05,0.1,"weekday",1,"15 to 19","<1km","walking",0.1,0.05,0.35,0.35
"88300/1005",NA,88300,3064,"15-19 years","female",21,10718,"Education",100.53645324707,100.53645324707,"car",0.5,20.08,"weekday",2,"15 to 19",">10km","car",20.08,0.5,3.5,3.5
"88301/1001",NA,88301,3065,"25-29 years","male",21,10719,"Work",80.8674468994141,80.8674468994141,"car",0.666666666666667,23.35,"weekday",1,"20 to 39",">10km","car",23.35,0.666666666666667,4.66666666666667,4.66666666666667
"88301/1001",NA,88301,3065,"25-29 years","male",21,10720,"Work",80.8674468994141,80.8674468994141,"car",0.666666666666667,23.45,"weekday",2,"20 to 39",">10km","car",23.45,0.666666666666667,4.66666666666667,4.66666666666667
"88302/1000",NA,88302,3066,"30-34 years","male",21,10721,"Work",94.9313201904297,94.9313201904297,"car",0.166666666666667,4.03,"weekday",1,"20 to 39","3-5km","bicycle",4.03,0.366363636363636,1.16666666666667,2.56454545454545
"88302/1000",NA,88302,3066,"30-34 years","male",21,10722,"Work",94.9313201904297,94.9313201904297,"car",0.583333333333333,24.37,"weekday",2,"20 to 39",">10km","car",24.37,0.583333333333333,4.08333333333333,4.08333333333333
"88302/1000",NA,88302,3066,"30-34 years","male",21,10723,"Work",94.9313201904297,94.9313201904297,"car",0.583333333333333,23.55,"weekday",3,"20 to 39",">10km","car",23.55,0.583333333333333,4.08333333333333,4.08333333333333
"88306/1000",NA,88306,3067,"55-59 years","female",21,10724,"Other",145.776504516602,145.776504516602,"car",0.666666666666667,26.71,"weekday",1,"40 to 64",">10km","car",26.71,0.666666666666667,4.66666666666667,4.66666666666667
"88306/1000",NA,88306,3067,"55-59 years","female",21,10725,"Other",145.776504516602,145.776504516602,"car",0.416666666666667,26.83,"weekday",2,"40 to 64",">10km","car",26.83,0.416666666666667,2.91666666666667,2.91666666666667
"88306/1000",NA,88306,3067,"55-59 years","female",21,10726,"Work",145.776504516602,145.776504516602,"car",0.5,13.02,"weekday",3,"40 to 64",">10km","car",13.02,0.5,3.5,3.5
"88306/1000",NA,88306,3067,"55-59 years","female",21,10727,"Work",145.776504516602,145.776504516602,"car",0.5,13.06,"weekday",4,"40 to 64",">10km","car",13.06,0.5,3.5,3.5
"88306/1000",NA,88306,3067,"55-59 years","female",21,10728,"Other",145.776504516602,145.776504516602,"car",0.166666666666667,5.1,"weekday",5,"40 to 64","6-10km","car",5.1,0.166666666666667,1.16666666666667,1.16666666666667
"88306/1000",NA,88306,3067,"55-59 years","female",21,10729,"Other",145.776504516602,145.776504516602,"car",0.25,5.11,"weekday",6,"40 to 64","6-10km","car",5.11,0.25,1.75,1.75
"88306/1000",NA,88306,3067,"55-59 years","female",21,10730,"Work",145.776504516602,145.776504516602,"car",0.5,16.83,"weekday",7,"40 to 64",">10km","car",16.83,0.5,3.5,3.5
"88306/1000",NA,88306,3067,"55-59 years","female",21,10731,"Work",145.776504516602,145.776504516602,"car",0.5,16.86,"weekday",8,"40 to 64",">10km","car",16.86,0.5,3.5,3.5
"88306/1001",NA,88306,3068,"55-59 years","male",21,10732,"Work",132.476211547852,132.476211547852,"car",0.75,30.68,"weekday",1,"40 to 64",">10km","car",30.68,0.75,5.25,5.25
"88306/1001",NA,88306,3068,"55-59 years","male",21,10733,"Work",132.476211547852,132.476211547852,"car",0.75,30.69,"weekday",2,"40 to 64",">10km","car",30.69,0.75,5.25,5.25
"88306/1002",NA,88306,3069,"15-19 years","male",21,10734,"Education",171.336227416992,171.336227416992,"car",0.666666666666667,26.71,"weekday",1,"15 to 19",">10km","car",26.71,0.666666666666667,4.66666666666667,4.66666666666667
